adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Financial Risk Flag,Risk Category,Risk Flag
0001193125-25-071555,1838513,MARBLEGATE ACQUISITION CORP.,US,NY,RYE,2025-04-02 21:07:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-1908887.0,-2919054.75,,,-8180643.733333333,5557320.0,0.3568245782548686,-0.5252630314612079,,,-1.6793255129001423,,,True,High Risk,1
0001193125-25-071568,1915380,"DMY SQUARED TECHNOLOGY GROUP, INC.",US,NV,LAS VEGAS,2025-04-02 21:40:00.0,10-K,20241231.0,2024.0,FY,495986.5,,677531.0,,,,-998082.5,554070.375,,,-3264473.904761905,22458784.0,-0.16972731017753726,0.024670542047156248,0.0252276776216691,,-7.87975602048442,,,True,High Risk,1
0001193125-25-076806,1472326,BRAZIL POTASH CORP.,CA,ON,TORONTO,2025-04-09 16:02:00.0,20-F/A,20241231.0,2024.0,FY,,,,,,,,,,,,128500623.6,,,,,,,,True,High Risk,1
0001193125-25-081480,1585608,"JAGUAR HEALTH, INC.",US,CA,SAN FRANCISCO,2025-04-15 16:01:00.0,10-K/A,20241231.0,2024.0,FY,,,,,,,,-45537.5,,,,,,,,,,,,True,High Risk,1
0001193125-25-106697,1776738,CANNABIST CO HOLDINGS INC.,US,MA,CHELMSFORD,2025-04-30 13:47:00.0,10-K/A,20241231.0,2024.0,FY,35461000.0,8029400.0,45749000.0,,1151480500.0,11616444.444444444,-42436333.333333336,-232534333.33333334,,5354000.0,19089000.0,759642000.0,-12.18158800006985,-0.3061104221901018,-0.3210997434803362,0.22642903471419307,38.79475090366179,,,True,High Risk,1
0001193125-25-107562,1498710,"SPIRIT AVIATION HOLDINGS, INC.",US,FL,DANIA BEACH,2025-04-30 17:01:00.0,10-K/A,20241231.0,2024.0,FY,,,,,,,,624475.6,,,,,,,,,,,,True,High Risk,1
0001199835-25-000113,1106213,SEAFARER EXPLORATION CORP,US,FL,TAMPA,2025-04-09 16:53:00.0,10-K/A,20241231.0,2024.0,FY,,,,,,,-2591304.0,-3538682.5,17769.0,,-790657.4666666667,604302.5,4.475620163202573,-5.855813106846322,,,-1.7643037920677325,-199.14922055264788,0.02940414775712495,True,High Risk,1
0001199835-25-000126,1442492,"LAREDO OIL, INC.",US,TX,AUSTIN,2025-04-21 17:03:00.0,10-Q,20250228.0,2025.0,Q3,1948000.2,,3163260.25,,,,-1136172.75,-1289806.2777777778,9852.2,,-4879868.948717949,4561070.4,0.2643116631475603,-0.2827858736356662,-0.4935980203584954,,-1.9346706741373243,-130.91555975089602,0.0021600631290409375,True,High Risk,1
0001199835-25-000129,1106213,SEAFARER EXPLORATION CORP,US,FL,TAMPA,2025-04-22 17:03:00.0,10-K/A,20241231.0,2024.0,FY,,,,,,,-2591304.0,-3538682.5,17769.0,,-790657.4666666667,604302.5,4.475620163202573,-5.855813106846322,,,-1.7643037920677325,-199.14922055264788,0.02940414775712495,True,High Risk,1
0001213900-25-026495,1023994,SAFE & GREEN HOLDINGS CORP.,US,NY,BROOKLYN,2025-03-31 18:45:00.0,10-K,20241231.0,2024.0,FY,,144116.0,,,,100654.0,,-12978664.5,10749849.0,,,6984839.8,,-1.8581191368197163,,,,-1.2073345867462884,1.5390258485241137,True,High Risk,1
0001213900-25-026575,1812477,BITFARMS LTD,CA,ON,TORONTO,2025-03-31 21:05:00.0,40-F,20241231.0,2024.0,FY,,,,,,,,,,,,523170500.0,,,,,,,,True,High Risk,1
0001213900-25-026597,65596,SIEBERT FINANCIAL CORP,US,NY,NEW YORK,2025-03-31 21:21:00.0,10-K/A,20241231.0,2024.0,FY,,,,,45553000.0,81000.0,2624500.0,,31083000.0,730000.0,76903000.0,660734000.0,,,,,7.591784455742949,,0.04704313687505108,True,High Risk,1
0001213900-25-026691,1676163,"SS INNOVATIONS INTERNATIONAL, INC.",US,FL,FORT LAUDERDALE,2025-04-01 07:54:00.0,10-Q/A,20240930.0,2024.0,Q3,1259477.6,1510069.0,,,,,-4351172.714285715,-6129138.933333334,2222283.412698413,4047533.090909091,3082373.706896552,21398432.57142857,-1.9884477082126353,-0.2864293406946558,-0.30434245183172776,1.1989645548281287,5.942192805353672,-2.7580365754928677,0.10385262590053586,True,High Risk,1
0001213900-25-027110,845385,PRINCETON CAPITAL CORP,US,MA,NORTH ANDOVER,2025-04-01 16:05:00.0,10-K,20241231.0,2024.0,FY,,,,,64868884.0,,3255972.6666666665,-731827.1666666666,7142.0,,29876070.5,26761037.0,-0.02449542909823655,-0.027346741707605225,,,-0.10426516766989152,-102.46809950527395,0.0002668805397937307,True,High Risk,1
0001213900-25-027319,1913577,DENALI CAPITAL ACQUISITION CORP.,US,NY,NEW YORK,2025-04-01 17:49:00.0,10-K,20241231.0,2024.0,FY,,,55710.333333333336,,,,-693039.5,232615.0,50000000.0,,-3661843.5,29862638.0,-0.0635240146117659,0.007789499373765975,,,-9.155083088613699,0.0046523,1.6743329909433988,True,High Risk,1
0001213900-25-027555,1834032,CONSTELLATION ACQUISITION CORP I,US,NY,NEW YORK,2025-04-01 21:37:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-1043434.0,-304351.5,,,-10002999.2,39039562.5,0.030426024626693964,-0.007795976197223009,,,-4.9027857265049075,,,True,High Risk,1
0001213900-25-027581,1859199,REALPHA TECH CORP.,US,OH,DUBLIN,2025-04-02 06:13:00.0,10-K,20241231.0,2024.0,FY,543732.5,106527.5,982218.5,,,350419.0,-4610975.0,-10909286.666666666,496507.3333333333,,13132879.0,19709663.5,-0.8306850818214853,-0.5534993870730804,-0.5692020213714986,0.19591894911560373,0.5007877176055608,-21.972055464773263,0.025191060889158932,True,High Risk,1
0001213900-25-028758,1918661,ESH ACQUISITION CORP.,US,NY,NEW YORK,2025-04-03 21:28:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-1508166.5,2912536.0,,,369902.76923076925,66155510.5,7.873788039102167,0.04402559934897638,,,177.84567514207475,,,True,High Risk,1
0001213900-25-030345,1734750,MOVANO INC.,US,CA,PLEASANTON,2025-04-09 17:09:00.0,10-K,20241231.0,2024.0,FY,2567000.0,,,,,,-24355000.0,-26505000.0,1013000.0,1772857.142857143,3119833.3333333335,10370500.0,-8.495646134943106,-2.555807338122559,-3.3965528288588454,,2.3240557722100537,-26.164856860809476,0.09768092184561979,True,High Risk,1
0001213900-25-031064,1117057,PLANET GREEN HOLDINGS CORP.,US,NY,FLUSHING,2025-04-11 16:01:00.0,10-K,20241231.0,2024.0,FY,3097539.5,2511994.0,,,,136663.0,-2176849.5,-14086426.0,12194804.0,,9562742.933333334,34023487.0,-1.4730528780501082,-0.4140206440333408,-0.45548890620085286,0.8109643153864543,2.5579213241634493,-1.155117048211681,0.35842310930681504,True,High Risk,1
0001213900-25-031093,1898474,"SIGNING DAY SPORTS, INC.",US,AZ,SCOTTSDALE,2025-04-11 16:16:00.0,10-K,20241231.0,2024.0,FY,1527920.5,66971.5,418119.0,,,,-3953675.0,-7101357.333333333,461564.5,1396483.0,-1223470.142857143,2909647.0,5.8042751388682765,-2.4406250426025333,-5.1394811732519665,0.04383179622238199,-3.37819207684559,-15.385406228887476,0.15863247328627836,True,High Risk,1
0001213900-25-031099,1849737,PATRIA LATIN AMERICAN OPPORTUNITY ACQUISITION CORP.,US,NY,NEW YORK,2025-04-11 16:20:00.0,10-K,20241231.0,2024.0,FY,144564.5,,96115.0,,,,-893742.0,-47430.0,,,33102741.25,120797518.5,-0.001432811852100013,-0.00039264051603841516,-0.00039311097182088056,,2.64916964391884,,,True,High Risk,1
0001213900-25-031284,1930021,NEW HORIZON AIRCRAFT LTD.,CA,ON,LINDSAY,2025-04-14 07:00:00.0,10-Q,20250228.0,2025.0,Q3,773500.0,283000.0,569500.0,,-78564500.0,,-3783500.0,1145857.142857143,,80000.0,-3278764.705882353,7636000.0,-0.3494783083401466,0.15005986679637806,0.1669737184491283,0.3658694246929541,-3.3289258867220437,,,True,High Risk,1
0001213900-25-031321,747540,SURGE COMPONENTS INC,US,NY,DEER PARK,2025-04-14 09:01:00.0,10-Q,20250228.0,2025.0,Q1,3250017.5,5701627.5,633489.0,,,,505618.0,-7322.5,7142722.0,,6348819.916666667,25196331.0,-0.001153363947334097,-0.0002906177093799887,-0.0003336551261787088,1.7543374766443565,2.968663677773503,-0.0010251693962049762,0.28348262292633003,True,High Risk,1
0001213900-25-031596,1872525,"STRAN & COMPANY, INC.",US,MA,QUINCY,2025-04-14 16:32:00.0,10-K,20241231.0,2024.0,FY,,17157500.0,,,,348500.0,105000.0,-1746000.0,60819181.81818182,109333.33333333333,13734666.666666666,34728333.333333336,-0.12712358023492865,-0.050275951432547865,,,1.5285166488690423,-0.028708048148685147,1.751284210342616,True,High Risk,1
0001213900-25-031599,1412126,REMSLEEP HOLDINGS INC.,US,FL,CLEARWATER,2025-04-14 16:38:00.0,10-K,20241231.0,2024.0,FY,33500.0,5883.0,53250.0,,,,-737193.0,-1427917.5,160451.5,,345734.0,899005.5,-4.130104357685388,-1.588330104765766,-1.6498075402178265,0.17561194029850746,1.6002808517530818,-8.899371461158045,0.17847666115502075,True,High Risk,1
0001213900-25-031620,1787518,NUKKLEUS INC.,US,NJ,JERSEY CITY,2025-04-14 17:09:00.0,10-K/A,20240930.0,2024.0,FY,293486.5,,,,,797976.0,-2956275.0,-9595538.222222222,7966172.285714285,300241.5,-320048.4,2168812.0,29.981522239205763,-4.42432918216158,-5.116732120489068,,-7.776512552476437,-1.2045356136007594,3.673058008584555,True,High Risk,1
0001213900-25-031639,1558569,ISPECIMEN INC.,US,MA,WOBURN,2025-04-14 17:25:00.0,10-K,20241231.0,2024.0,FY,4061499.5,1086512.0,1354696.5,,,120537.5,-7035631.5,-11798646.5,6546433.0,59111.75,4170156.875,12584683.5,-2.829305192505498,-0.9375401852577381,-1.38430033893437,0.2675149904610354,2.0177961830272872,-1.8023015740022086,0.5201905157169825,True,High Risk,1
0001213900-25-031773,1676163,"SS INNOVATIONS INTERNATIONAL, INC.",US,FL,FORT LAUDERDALE,2025-04-15 09:00:00.0,10-K,20241231.0,2024.0,FY,1606967.0,3183645.5,,,,,-12432337.5,-20014744.5,5304968.4,6941704.0,2904442.285714286,36950603.5,-6.891080121799631,-0.5416621815121369,-0.5662899034172673,1.9811517598058952,11.722099413627284,-3.7728301077156274,0.14356919502004886,True,High Risk,1
0001213900-25-031846,1397795,"BYRN, INC.",US,NV,RENO,2025-04-15 12:21:00.0,10-K,20241231.0,2024.0,FY,13896.0,,,,,,-30876.0,-33104.0,,,-12746.466666666667,,2.597111879370492,,,,,,,True,High Risk,1
0001213900-25-031878,1938571,"ADAPTIN BIO, INC.",US,NC,CHARLOTTE,2025-04-15 13:18:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-131288.5,-129775.8,,,-92057.33333333333,6499.5,1.4097279955969468,-19.967043618739904,,,-1.070602740321249,,,True,High Risk,1
0001213900-25-031890,12239,DOMINARI HOLDINGS INC.,US,NY,NEW YORK,2025-04-15 13:31:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-18675000.0,-14094375.0,10092500.0,1150000.0,27757166.666666668,34894333.333333336,-0.5077742685072324,-0.4039158698164936,,,0.2571287895618549,-1.3965196928412187,0.28923034303564094,True,High Risk,1
0001213900-25-031944,1009891,AIR INDUSTRIES GROUP,US,NY,BAY SHORE,2025-04-15 14:28:00.0,10-K,20241231.0,2024.0,FY,,8396000.0,,,,,2593000.0,-1748500.0,53312000.0,322375.0,7829500.0,50863000.0,-0.22332205121655277,-0.034376658867939364,,,5.496327990293122,-0.03279749399759904,1.0481489491378801,True,High Risk,1
0001213900-25-032016,1760026,REGENERATIVE MEDICAL TECHNOLOGY GROUP INC.,US,FL,BOCA RATON,2025-04-15 15:24:00.0,10-K,20241231.0,2024.0,FY,846478.0,,8197202.0,,,97540.0,215750.0,-6052707.5,1928532.3333333333,,-6792718.611111111,2630490.25,0.8910581825219955,-2.300980777252453,-3.3927499657023095,,-1.3872514674312,-3.1385045484502294,0.7331455926640797,True,High Risk,1
0001213900-25-032064,1314196,"OLB GROUP, INC.",US,NY,NEW YORK,2025-04-15 16:01:00.0,10-K,20241231.0,2024.0,FY,2903581.125,283755.5,915137.5,,,,-276692.0,-16153380.0,8311579.807692308,567129.0,5780498.25,12152977.5,-2.79446153279261,-1.3291705674597027,-1.746425317403483,0.09772604510920975,1.102410030138838,-1.9434789021757526,0.6839130416963504,True,High Risk,1
0001213900-25-032066,1941029,ADVANCED BIOMED INC.,US,NV,RENO,2025-04-15 16:01:00.0,10-Q,20241231.0,2025.0,Q2,619170.5,,,,16493989.0,49928.75,-728187.5,-872256.5,,,378471.9,4482199.5,-2.3046796869199535,-0.1946045685829022,-0.2257960010137123,,10.842885825869766,,,True,High Risk,1
0001213900-25-032096,1066923,FUTURE FINTECH GROUP INC.,US,NY,NEW YORK,2025-04-15 16:15:00.0,10-K,20241231.0,2024.0,FY,2760508.0,2155364.0,,,235682575.0,127948.0,,-33304550.0,5963832.5,,29223068.0,15789761.454545455,-1.1396664443308964,-2.1092497246316855,-2.5561364752161757,0.7807852757535931,-0.45968159624631283,-5.584420756283816,0.37770250786677784,True,High Risk,1
0001213900-25-032118,1173313,"ABVC BIOPHARMA, INC.",US,CA,FREMONT,2025-04-15 16:24:00.0,10-K,20241231.0,2024.0,FY,,1530.0,,,37739190.0,,-2997996.5,-2720848.6666666665,207145.625,511739.0,-118110.375,5777226.25,23.03649164323343,-0.4709610717888479,,,-49.913791442961724,-13.134955984065154,0.03585555005743457,True,High Risk,1
0001213900-25-032133,1893219,"ABPRO HOLDINGS, INC.",US,NY,NEW YORK,2025-04-15 16:31:00.0,10-K,20241231.0,2024.0,FY,5926000.0,205500.0,4074200.0,,,,-8216000.0,,122000.0,1410666.6666666667,-52239500.0,4008000.0,,,,0.034677691528855886,-1.0767235521013792,,0.030439121756487025,True,High Risk,1
0001213900-25-032134,1870404,"CERO THERAPEUTICS HOLDINGS, INC.",US,CA,SOUTH SAN FRANCISCO,2025-04-15 16:31:00.0,10-K,20241231.0,2024.0,FY,3089531.5,,1028904.0,,,,-6235318.666666667,-5198000.0,,510782.0,-4439877.7727272725,5666615.5,1.1707529499865124,-0.9173024003481444,-2.017008370701149,,-2.27629988708432,,,True,High Risk,1
0001213900-25-032145,1960847,TOPPOINT HOLDINGS INC.,US,PA,AUDUBON,2025-04-15 16:37:00.0,10-K,20241231.0,2024.0,FY,1976320.3333333333,1071811.5,,,139750.0,67218.0,707242.5,358611.0,7301795.357142857,,1122192.3333333333,4971109.5,0.3195628675654827,0.07213902650907207,0.11974499039581805,0.5423268090311271,3.429819516975255,0.04911271577190874,1.468846211724537,True,High Risk,1
0001213900-25-032191,1838162,SLAM CORP.,US,NY,NEW YORK,2025-04-15 17:14:00.0,10-K,20241231.0,2024.0,FY,504525.5,,2941943.5,,,,-2481981.5,3207390.5,,,-23697554.666666668,61124861.5,-0.13534689739577066,0.052472765112113996,0.05290948073926875,,-3.5793742164451734,,,True,High Risk,1
0001213900-25-032192,1903464,AIMFINITY INVESTMENT CORP. I,US,NY,NY,2025-04-15 17:14:00.0,10-K,20241231.0,2024.0,FY,31572.0,,,,,,-938479.0,1565999.5,,,-2220920.8333333335,40378922.5,-0.7051127066288194,0.03878259752968891,0.038812945102801734,,-19.181162468270482,,,True,High Risk,1
0001213900-25-032200,1900520,"LOMOND THERAPEUTICS HOLDINGS, INC.",US,DE,DOVER,2025-04-15 17:22:00.0,10-K,20241231.0,2024.0,FY,,,900000.0,,,,-10226965.0,-14231494.8,,18973051357.0,1864144.0,15026258.5,-7.634332326258058,-0.9471083437037903,,,7.060674765468762,,,True,High Risk,1
0001213900-25-032203,1621906,WESTERN URANIUM & VANADIUM CORP.,CA,ON,TORONTO,2025-04-15 17:24:00.0,10-K,20241231.0,2024.0,FY,,,177400.5,,,,-6193269.0,-7527315.5,307434.0,523990.0,14974004.333333334,34406780.5,-0.5026922212947136,-0.21877418900033382,,,1.2977674998669357,-24.484329970009824,0.00893527367374579,True,High Risk,1
0001213900-25-032206,1894525,"APIMEDS PHARMACEUTICALS US, INC.",US,NJ,HOPEWELL,2025-04-15 17:25:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-680658.0,-1083842.0,,34996.5,-339976.3333333333,217566.5,3.187992497516984,-4.9816584814298155,,,-1.6399460158501227,,,True,High Risk,1
0001213900-25-032210,1860484,RELATIVITY ACQUISITION CORP,US,NV,LAS VEGAS,2025-04-15 17:25:00.0,10-K,20241231.0,2024.0,FY,,,1796738.0,,,,-829856.5,-1373026.5,,,-883930.4,1284178.5,1.5533196957588515,-1.0691866434455957,,,-2.452804994601385,,,True,High Risk,1
0001213900-25-032211,1879403,LA ROSA HOLDINGS CORP.,US,FL,CELEBRATION,2025-04-15 17:26:00.0,10-K,20241231.0,2024.0,FY,1227211.0,879043.0,482819.5,,,539593.0,-2445859.0,-11133000.0,27109297.25,2051402.1666666667,4239220.0,16868235.5,-2.6261906671510324,-0.6599978996024807,-0.7117820191381965,0.716293286158615,2.9790894315463694,-0.4106709184429338,1.6071211034491426,True,High Risk,1
0001213900-25-032213,1529113,"XTI AEROSPACE, INC.",US,CO,ENGLEWOOD,2025-04-15 17:28:00.0,10-K,20241231.0,2024.0,FY,1829571.4285714286,706000.0,541000.0,,,324750.0,-16262666.666666666,-27200875.0,2134666.6666666665,1686000.0,-6673000.0,7085714.285714285,4.076258804136071,-3.8388331653225807,-5.1750638708449985,0.3858827203872882,-2.0618483868895976,-12.742446127420363,0.30126344086021506,True,High Risk,1
0001213900-25-032215,1840317,VEEA INC.,US,NY,NEW YORK,2025-04-15 17:29:00.0,10-K,20241231.0,2024.0,FY,1184361.0,,5155408.5,,,298000.0,-19123819.0,-23694883.875,4606945.0,416668.6666666667,-14245977.5,20965600.5,1.663268376985714,-1.13017911769329,-1.197846266155364,,-2.471685638981249,-5.14329645242129,0.2197382803321088,True,High Risk,1
0001213900-25-032218,1922858,"ECD AUTOMOTIVE DESIGN, INC.",US,MA,HINGHAM,2025-04-15 17:30:00.0,10-K,20241231.0,2024.0,FY,1696554.5,45022.0,1233146.5,,2576498.0,,-5879515.0,-5983452.333333333,14886113.0,100000.0,-5549842.153846154,20781908.5,1.078130182348822,-0.2879164025447101,-0.3135101572301637,0.026537314303784525,-4.74459451708869,-0.40194860359674367,0.7163015369834778,True,High Risk,1
0001213900-25-032230,1947861,NATURE'S MIRACLE HOLDING INC.,US,CA,UPLAND,2025-04-15 17:43:00.0,10-K,20241231.0,2024.0,FY,9212011.0,1532646.0,497.0,,,,-4516556.666666667,-8398286.4,5747886.625,1308972.0,-2725552.1333333333,9888842.666666666,3.0813156341019785,-0.8492688864703009,-12.408235036284267,0.16637474705577315,-4.6281979514266975,-1.4611085687515628,0.5812496789310836,True,High Risk,1
0001213900-25-032239,2028293,"RAIN ENHANCEMENT TECHNOLOGIES HOLDCO, INC.",US,FL,NAPLES,2025-04-15 17:55:00.0,10-K,20241231.0,2024.0,FY,1226157.0,,355375.0,,,12500.0,-780345.5,-3168176.3333333335,,2800000.0,-1093876.3333333333,897094.5,2.896283827330878,-3.5315970985591076,9.627886293130738,,-1.820105959570689,,,True,High Risk,1
0001213900-25-032248,1842556,EON RESOURCES INC.,US,TX,HOUSTON,2025-04-15 18:14:00.0,10-K,20241231.0,2024.0,FY,4601177.333333333,,,,,,3813689.4,-2041708.4444444445,15544354.0,535434.8888888889,-431300.4,101715454.5,4.733843150723821,-0.020072745626324114,-0.021023772240414067,,-236.83436161895514,-0.1313472688826081,0.1528219489989105,True,High Risk,1
0001213900-25-032266,1817511,SOCIETY PASS INCORPORATED.,US,CA,NEWPORT COAST,2025-04-15 19:15:00.0,10-K,20241231.0,2024.0,FY,2344322.5,1224665.5,47969.0,,,718740.0,-5717319.5,-14180703.0,1762243.6590909092,,1583803.0,18821437.5,-8.95357755983541,-0.7534335780675626,-0.86063021348094,0.5223963426533679,10.883698603929908,-8.046959299212583,0.09362959970995356,True,High Risk,1
0001213900-25-032295,1861063,AQUARON ACQUISITION CORP.,US,NY,NEW YORK,2025-04-15 21:14:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-820876.0,320401.5,,,-881751.4,20797741.5,-0.3633694258948724,0.01540559103496887,,,-24.586853959063742,,,True,High Risk,1
0001213900-25-032301,1881551,SOLIDION TECHNOLOGY INC.,US,TX,DALLAS,2025-04-15 21:21:00.0,10-K,20241231.0,2024.0,FY,,1581.5,,,,182979.5,-5723054.5,-13788110.272727273,6944.0,,-7069254.4,6192839.0,1.9504334534526404,-2.2264603153298954,,,-1.8760243513092414,-1985.6149586300796,0.0011212950958356903,True,High Risk,1
0001213900-25-033608,1409197,"BESPOKE EXTRACTS, INC.",US,CO,AURORA,2025-04-21 13:57:00.0,10-K,20241231.0,2024.0,FY,,51251.0,,,,,-352500.0,-1260159.0,951452.5,71144.625,-748098.5,356724.0,1.6844827252026304,-3.532588219463787,,,-1.476840950757153,-1.324458131120576,2.6671950863973266,True,High Risk,1
0001213900-25-034116,1840425,"OSR HOLDINGS, INC.",US,WA,BELLEVUE,2025-04-22 14:02:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-1503356.0,-1003549.5,,,-2455542.2,19465387.0,0.40868753955847303,-0.05155558941622892,,,-8.927123793677827,,,True,High Risk,1
0001213900-25-034724,2030522,"MARWYNN HOLDINGS, INC.",US,CA,IRVINE,2025-04-23 18:52:00.0,10-Q,20250131.0,2025.0,Q3,2647640.5,609492.375,1906.0,,,17708.5,251349.0,55969.307692307695,3719846.3333333335,,683302.0,9297425.875,0.08191005981587599,0.00601987135415669,0.008416708891496772,0.2302020893697615,12.60661299835212,0.015046134349897704,0.40009421783460397,True,High Risk,1
0001213900-25-035531,1720025,ALLEGRO MERGER CORP.,US,NY,NEW YORK,2025-04-25 16:00:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,-19641.5,-19996.5,,,-497472.875,711.5,0.04019616144900363,-28.104708362614197,,,-1.0014302287335768,,,True,High Risk,1
0001213900-25-035656,1866364,WEBULL CORP,US,FL,ST. PETERSBURG,2025-04-25 17:14:00.0,20-F,20241231.0,2024.0,FY,12553217.5,2232707.0,,,,,76860995.16666667,6204794.444444444,,15336969.5,-1941792925.5,1215384575.25,-0.0031953945052337375,0.00510521078743174,0.00515849075971136,0.17785934163890652,-1.6259084371404051,,,True,High Risk,1
0001213900-25-035765,1847075,SAIHEAT LTD,US,NY,NEW YORK,2025-04-28 08:00:00.0,20-F,20241231.0,2024.0,FY,144000.0,455666.6666666667,,,,113000.0,-3313333.3333333335,-6950333.333333333,2835222.222222222,,7893117.647058823,21567500.0,-0.8805561558965492,-0.3222595726594799,-0.32442566963070146,3.164351851851852,1.7324437521891747,-2.45142454050241,0.13145808379377405,True,High Risk,1
0001213900-25-036055,1474627,"NEWEGG COMMERCE, INC.",US,CA,CITY OF INDUSTRY,2025-04-28 16:02:00.0,20-F,20241231.0,2024.0,FY,177433500.0,72373000.0,45821500.0,,277935000.0,,5273333.333333333,-53249000.0,,,47749000.0,453184000.0,-1.1151856583383946,-0.11749973520689168,-0.19310572419632965,0.4078880256546819,8.490963161532179,,,True,High Risk,1
0001213900-25-036201,1676047,NUTRIBAND INC.,US,FL,ORLANDO,2025-04-28 17:21:00.0,10-K,20250131.0,2024.0,FY,,111248.0,,,,113150.0,-4077036.5,-7983965.5,2112425.5,94650.0,2382236.6666666665,7493554.5,-3.3514577336984432,-1.0654443762302657,,,2.1455961554337595,-3.779525242428668,0.28189899733164014,True,High Risk,1
0001213900-25-037129,1880431,VOCODIA HOLDINGS CORP,US,FL,BOCA RATON,2025-04-30 08:49:00.0,10-K,20241231.0,2024.0,FY,1350765.0,,2001295.0,,,,-4488629.666666667,-9501317.6,153231.5,611035.3333333334,-556444.8,2278664.0,17.07504068687496,-4.169687852180049,-10.239603232679418,,-5.095040514351108,-62.006295050299705,0.06724620216056426,True,High Risk,1
0001213900-25-037383,1690680,"NEWMARK GROUP, INC.",US,NY,NEW YORK,2025-04-30 13:24:00.0,10-K/A,20241231.0,2024.0,FY,,,,,,,,269564400.0,,,,,,,,,,,,True,High Risk,1
0001213900-25-037499,1094831,"BGC GROUP, INC.",US,NY,NEW YORK,2025-04-30 15:07:00.0,10-K/A,20241231.0,2024.0,FY,,,,,,,,85055200.0,,,,,,,,,,,,True,High Risk,1
0001213900-25-037576,1936255,FOUR LEAF ACQUISITION CORP,US,CA,LOS ALTOS,2025-04-30 15:53:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-1167959.0,619024.5,,,5199240.214285715,44156082.5,0.11906056933071388,0.014019008592983764,,,7.492795231632951,,,True,High Risk,1
0001213900-25-037590,1023549,XTL BIOPHARMACEUTICALS LTD,US,NY,NEW YORK,2025-04-30 16:01:00.0,20-F,20241231.0,2024.0,FY,,,,,,,,,,,,5606000.0,,,,,,,,True,High Risk,1
0001213900-25-037591,1944552,ADLAI NORTYE LTD.,US,NJ,NORTH BRUNSWICK,2025-04-30 16:02:00.0,20-F,20241231.0,2024.0,FY,,,,,,,,,,,,212810750.0,,,,,,,,True,High Risk,1
0001213900-25-037633,22701,"SUNATION ENERGY, INC.",US,NY,RONKONKOMA,2025-04-30 16:16:00.0,10-K/A,20241231.0,2024.0,FY,,,,,,,,-11444737.333333334,,,,,,,,,,,,True,High Risk,1
0001213900-25-037676,1173313,"ABVC BIOPHARMA, INC.",US,CA,FREMONT,2025-04-30 16:41:00.0,10-Q,20250331.0,2025.0,Q1,,,,,39252100.5,,-612866.25,-1838137.0,1205.0,526726.6666666666,2005925.6,7512621.0,-0.9163535277679291,-0.24467319727695566,,,2.7452141794291873,-1525.4248962655602,0.0001603967510140602,True,High Risk,1
0001214659-25-005139,1695963,KORTH DIRECT MORTGAGE INC.,US,FL,CORAL GABLES,2025-04-01 13:51:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-2056391.5,-1608460.5,3257883.3846153845,,,352481981.8333333,,-0.004563241762413094,,,,-0.49371334394459604,0.009242694811435309,True,High Risk,1
0001214659-25-005868,896493,"HYPERSCALE DATA, INC.",US,NV,LAS VEGAS,2025-04-15 09:10:00.0,10-K,20241231.0,2024.0,FY,,,,,,847000.0,-12419500.0,-116768800.0,27956826.086956523,,26677500.0,259978000.0,-4.377051822697029,-0.4491487741270415,,,8.745216005997564,-4.176754529888477,0.10753535332588343,True,High Risk,1
0001214659-25-005881,1594204,ZHEN DING RESOURCES INC.,CA,QC,SAINT LAMBERT,2025-04-15 12:42:00.0,10-K,20241231.0,2024.0,FY,,,5956717.0,,,,-48985.0,-784468.0,,,-7456725.0,,0.10520275321940932,,,,,,,True,High Risk,1
0001214659-25-006296,1349706,"TURNONGREEN, INC.",US,CA,MILPITAS,2025-04-23 16:48:00.0,10-K,20241231.0,2024.0,FY,1479500.0,848000.0,,,,,-3003000.0,-4403500.0,2074631.5789473683,,-13924333.333333334,3731000.0,0.31624494290570465,-1.180246582685607,-1.9558072396180324,0.5731666103413315,-1.2679481962032892,-2.1225455375716678,0.5560524199805329,True,High Risk,1
