adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Financial Risk Flag,Risk Category
0001069258-24-000007,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",US,CA,SAN DIEGO,2024-02-13 16:21:00.0,10-K,20231231.0,2023.0,FY,63100000.0,128800000.0,35400000.0,1608400000.0,4700000.0,,-2000000.0,,25300000.0,,354800000.0,,-0.005636978579481398,-0.006856359273225917,2.041204437400951,,,,True,High Risk
0001070412-24-000015,1070412,CNX RESOURCES CORP,US,PA,CANONSBURG,2024-02-08 16:34:00.0,10-K,20231231.0,2023.0,FY,147361000.0,11611000.0,,,6552000.0,926357000.0,-498643000.0,453501000.0,20235000.0,18947000.0,1047851000.0,-26.317781179078484,-0.4758720466936616,-0.5537462936845495,0.07879289635656653,54.30432258405025,-1.0995411255984,0.43279149421053187,True,High Risk
0001070423-24-000008,1070423,PLAINS ALL AMERICAN PIPELINE LP,US,TX,HOUSTON,2024-02-28 21:28:00.0,10-K,20231231.0,2023.0,FY,,,,,122000000.0,2408000000.0,1037000000.0,1765000000.0,40000000.0,,27892000000.0,,0.03717911946077728,,,,0.5875354107648725,0.06327979348917252,True,High Risk
0001070750-24-000081,1070750,"HOST HOTELS & RESORTS, INC.",US,MD,BETHESDA,2024-02-28 13:42:00.0,10-K,20231231.0,2023.0,FY,,,,7535000000.0,,292000000.0,740000000.0,,16000000.0,6710000000.0,50000000.0,0.11028315946348734,14.8,,,-0.992548435171386,,,True,High Risk
0001071255-24-000013,1071255,"GOLDEN ENTERTAINMENT, INC.",US,NV,LAS VEGAS,2024-02-29 17:02:00.0,10-K,20231231.0,2023.0,FY,25168000.0,0.0,34639000.0,480060000.0,2400000.0,150197000.0,161776000.0,,6867000.0,537733000.0,1452283000.0,0.30084819045883365,0.11139426681989667,0.11335876926526593,0.0,1.7007511162603002,,,True,High Risk
0001071739-24-000037,1071739,CENTENE CORP,US,MO,ST LOUIS,2024-02-20 16:34:00.0,10-K,20231231.0,2023.0,FY,,,,20304000000.0,718000000.0,8053000000.0,2702000000.0,153999000000.0,216000000.0,24057000000.0,42812000000.0,0.11231658145238392,0.06311314584695879,,,0.7796067672610882,0.017545568477717387,3.5970989442212464,True,High Risk
0001075415-24-000007,1075415,DIVERSIFIED HEALTHCARE TRUST,US,MA,NEWTON,2024-02-26 16:55:00.0,10-K,20231231.0,2023.0,FY,,,,4617031000.0,,10483000.0,-104081000.0,,1733000.0,2336891000.0,1866422000.0,-0.04453823477432195,-0.0557649877680396,,,-0.20132261196606946,,,True,High Risk
0001075531-24-000014,1075531,BOOKING HOLDINGS INC.,US,CT,NORWALK,2024-02-22 17:22:00.0,10-K,20231231.0,2023.0,FY,3480000000.0,,207000000.0,,224000000.0,6554000000.0,,10958000000.0,530000000.0,0.0,25361000000.0,,,,,,,0.4320807539134892,True,High Risk
0001077183-24-000011,1077183,NEOGENOMICS INC,US,FL,FORT MYERS,2024-02-20 16:23:00.0,10-K,20231231.0,2023.0,FY,20510000.0,119711000.0,,1190139000.0,35133000.0,-1953000.0,-87968000.0,,22500000.0,701357000.0,1740034000.0,-0.12542542528270195,-0.05055533397623265,-0.05115834382073178,5.836713798147246,1.480953351859324,,,True,High Risk
0001077428-24-000040,1077428,TEXAS CAPITAL BANCSHARES INC/TX,US,TX,DALLAS,2024-02-13 16:48:00.0,10-K,20231231.0,2023.0,FY,,,,,405000.0,40721000.0,251755000.0,9744000.0,0.0,506000.0,28356266000.0,497.5395256916996,0.008878284609123077,,,56039.05138339921,25.836925287356323,0.00034362775409145903,True,High Risk
0001078207-24-000019,1078207,BOWFLEX INC.,US,WA,VANCOUVER,2024-02-20 19:30:00.0,10-Q,20231231.0,2024.0,Q2,59948000.0,26076000.0,11982000.0,,46000.0,-11780000.0,-84461000.0,,,10084000.0,163532000.0,-8.375743752479176,-0.5164799549935181,-0.8153865461847389,0.4349769800493761,15.216977389924633,,,True,High Risk
0001079973-24-000181,788920,PRO DEX INC,US,CA,IRVINE,2024-02-08 16:02:00.0,10-Q,20231231.0,2024.0,Q2,2909000.0,13169000.0,2846000.0,,,1102000.0,2752000.0,24526000.0,60000.0,18952000.0,51427000.0,0.14520894892359645,0.05351274622280125,0.05672121686796653,4.526985218288072,1.7135394681300127,0.11220745331484955,0.47690901666439806,False,Low Risk
0001079973-24-000215,1602078,NEMAURA MEDICAL INC.,US,NY,MANHATTAN,2024-02-12 09:27:00.0,10-Q,20231231.0,2024.0,Q3,352483.0,,,40991377.0,,-6090181.0,-5968086.0,3017.0,,-45476086.0,14563233.0,0.13123570045144167,-0.4098050206296912,-0.4199698115862991,,-1.320239367125834,-1978.1524693404044,0.0002071655380367807,True,High Risk
0001079973-24-000220,1121795,GHST WORLD INC.,US,NY,NEW YORK,2024-02-12 16:03:00.0,10-Q,20231231.0,2024.0,Q2,,6348.0,,,39181.0,-67035.0,-23586.0,15854.0,,-106220.0,39495.0,0.22204857842214273,-0.5971895176604634,,,-1.3718226322726417,-1.487700264917371,0.4014179010001266,True,High Risk
0001079973-24-000236,875729,BION ENVIRONMENTAL TECHNOLOGIES INC,US,NY,OLD BETHPAGE,2024-02-14 12:49:00.0,10-Q,20231231.0,2024.0,Q2,214235.0,,950.0,,,-1921861.0,-729994.0,,6563.0,4194105.0,7593633.0,-0.1740523902000546,-0.09613237827005862,-0.09892324550051372,,0.8105490921185807,,,True,High Risk
0001079973-24-000257,1848334,"OKMIN RESOURCES, INC.",US,CA,ENCINO,2024-02-14 16:47:00.0,10-Q,20231231.0,2024.0,Q2,5000.0,,195750.0,,,-262621.0,-163579.0,,,611960.0,898564.0,-0.26730341852408657,-0.18204490720749997,-0.18306355224695714,,0.4683377998561998,,,True,High Risk
0001079973-24-000277,930775,ENCISION INC,US,CO,BOULDER,2024-02-20 16:06:00.0,10-Q,20231231.0,2024.0,Q3,252957.0,923112.0,,,,155352.0,-231053.0,20461.0,30182.0,2494811.0,4133969.0,-0.09261342843205357,-0.05589132381012049,-0.059534214271947626,3.6492842657052385,0.6570269250857079,-11.292361077171204,0.004949480753242223,True,High Risk
0001079973-24-000310,1855743,ARRAS MINERALS CORP.,CA,BC,VANCOUVER,2024-02-28 16:16:00.0,20-F,20231031.0,2023.0,FY,,,,,,,,,,,6420000.0,,,,,,,,True,High Risk
0001079973-24-000315,1325964,"LIGHTWAVE LOGIC, INC.",US,CO,ENGLEWOOD,2024-02-29 17:10:00.0,10-K,20231231.0,2023.0,FY,791671.0,30376.0,,,86516.0,-10304005.0,-18631381.0,40502.0,5905341.0,112883.0,41783585.0,-165.05037073784362,-0.44590192536135903,-0.4545135657729961,0.03836947418814129,369.14949106597095,-460.0113821539677,0.0009693280267837238,True,High Risk
0001081316-24-000003,1081316,BERKSHIRE HATHAWAY ENERGY CO,US,IA,DES MOINES,2024-02-23 18:00:00.0,10-K,20231231.0,2023.0,FY,543000000.0,861000000.0,,5573000000.0,,2217000000.0,262000000.0,732000000.0,,9913000000.0,3829000000.0,0.0264299404821951,0.06842517628623662,0.07973219720024345,1.5856353591160222,-0.6137395339453243,0.35792349726775957,0.1911726299294855,False,Low Risk
0001082554-24-000005,1082554,UNITED THERAPEUTICS CORP,US,MD,SILVER SPRING,2024-02-21 06:04:00.0,10-K,20231231.0,2023.0,FY,5600000.0,278900000.0,292400000.0,2388400000.0,100000.0,978000000.0,727300000.0,,3500000.0,-55500000.0,7100000.0,-13.104504504504504,102.43661971830986,484.8666666666667,49.80357142857143,-1.127927927927928,,,True,High Risk
0001084048-24-000013,1084048,"ZIFF DAVIS, INC.",US,NY,NEW YORK,2024-02-26 16:09:00.0,10-K,20231231.0,2023.0,FY,123256000.0,304739000.0,,,144900000.0,319962000.0,41503000.0,1416722000.0,262000.0,1892611000.0,3533270000.0,0.021928964800479338,0.01174634262312249,0.012170917773358115,2.4724070227818524,0.866875971871663,0.029295091062325567,0.4009662437345575,False,Low Risk
0001084961-24-000008,1084961,ENCORE CAPITAL GROUP INC,US,CA,SAN DIEGO,2024-02-21 17:24:00.0,10-K,20231231.0,2023.0,FY,,,,,7900000.0,152991000.0,-206492000.0,1398347000.0,13900000.0,,4630486000.0,,-0.044594023175969,,,,-0.14766864018730688,0.3019870916357376,True,High Risk
0001085869-24-000040,1085869,PERFICIENT INC,US,MO,SAINT LOUIS,2024-02-27 09:46:00.0,10-K,20231231.0,2023.0,FY,24351000.0,134500000.0,,403866000.0,20600000.0,118068000.0,26500000.0,,23100000.0,-373325000.0,995888000.0,-0.07098372731534186,0.026609417926513824,0.027276367240774153,5.523387129891996,-3.667616687872497,,,True,High Risk
0001086222-24-000040,1086222,AKAMAI TECHNOLOGIES INC,US,MA,CAMBRIDGE,2024-02-28 16:21:00.0,10-K,20231231.0,2023.0,FY,146927000.0,724302000.0,367017000.0,,66751000.0,1404563000.0,547629000.0,,47789000.0,1605000.0,9900037000.0,341.2018691588785,0.05531585387004109,0.05614916677859678,4.929672558481423,6167.247352024922,,,True,High Risk
0001090727-24-000008,1090727,UNITED PARCEL SERVICE INC,US,GA,ATLANTA,2024-02-20 16:18:00.0,10-K,20231231.0,2023.0,FY,7515000000.0,12583000000.0,,0.0,597000000.0,10238000000.0,-2000000.0,,505000000.0,17306000000.0,35746000000.0,-0.00011556685542586386,-5.5950316119286074e-05,-7.084410754135524e-05,1.6743845642049235,1.0655264070264647,,,True,High Risk
0001091667-24-000028,1091667,"CHARTER COMMUNICATIONS, INC. /MO/",US,CT,STAMFORD,2024-02-02 07:03:00.0,10-K,20231231.0,2023.0,FY,,2921000000.0,,23940000000.0,1100000000.0,-84000000.0,4654000000.0,42939000000.0,470000000.0,11086000000.0,144523000000.0,0.4198087678152625,0.032202486801408775,,,12.036532563593722,0.10838631547078413,0.2971084187291988,True,High Risk
0001091818-24-000013,1619096,SUMMIT NETWORKS INC.,CA,BC,VANCOUVER,2024-02-09 10:08:00.0,10-Q,20231231.0,2024.0,Q1,,,,,,-3299.0,-28185.0,,,-489513.0,164377.0,0.057577633280423604,-0.17146559433497388,,,-1.3357970064124958,,,True,High Risk
0001091818-24-000016,1362516,"CLEARTRONIC, INC.",US,FL,CLEARWATER,2024-02-14 13:03:00.0,10-Q,20231231.0,2024.0,Q1,,545573.0,,,0.0,378588.0,17667.0,506650.0,,7.0,1625532.0,2523.8571428571427,0.010868441839348595,,,232217.85714285713,0.034870225994276124,0.3116825753045772,True,High Risk
0001092699-24-000012,1092699,SPS COMMERCE INC,US,MN,MINNEAPOLIS,2024-02-20 19:07:00.0,10-K,20231231.0,2023.0,FY,7420000.0,39435000.0,7451000.0,537061000.0,16116000.0,100052000.0,65824000.0,,437000.0,222000.0,823844000.0,296.5045045045045,0.07989862158369788,0.08062477340205579,5.314690026954178,3710.009009009009,,,True,High Risk
0001093557-24-000021,1093557,DEXCOM INC,US,CA,SAN DIEGO,2024-02-08 17:15:00.0,10-K,20231231.0,2023.0,FY,,973900000.0,,3514600000.0,3700000.0,748500000.0,541500000.0,,14600000.0,1726500000.0,5391700000.0,0.31364031277150306,0.10043214570543613,,,2.1229076165653056,,,True,High Risk
0001094285-24-000044,1094285,TELEDYNE TECHNOLOGIES INC,US,CA,THOUSAND OAKS,2024-02-23 16:39:00.0,10-K,20231231.0,2023.0,FY,505700000.0,899700000.0,717600000.0,4407300000.0,201700000.0,486800000.0,42100000.0,,3500000.0,-20000000.0,14354000000.0,-2.105,0.0029329803539083184,0.003040084342482471,1.7791180541823215,-718.7,,,True,High Risk
0001095651-24-000009,1095651,SAFEHOLD INC.,US,NY,NEW YORK,2024-02-13 17:23:00.0,10-K,20231231.0,2023.0,FY,,,,,3135000.0,15391000.0,-54973000.0,352578000.0,500000.0,2141548000.0,5850922000.0,-0.025669749172094206,-0.009395613204209525,,,1.7320993972584318,-0.15591727220643375,0.060260246162912444,True,High Risk
0001096343-24-000025,1096343,MARKEL GROUP INC.,US,VA,GLEN ALLEN,2024-02-23 16:33:00.0,10-K,20231231.0,2023.0,FY,,,,,178778000.0,2786807000.0,-216277000.0,11675335000.0,,21139000.0,5315677000.0,-10.23118406736364,-0.04068663314193093,,,250.46303041771134,-0.018524265042501993,2.1963966207879073,True,High Risk
0001096906-24-000154,775057,ALTEX INDUSTRIES INC,US,CO,DENVER,2024-02-02 17:05:00.0,10-Q,20231231.0,2024.0,Q1,1000.0,,1140000.0,,,-9000.0,-76000.0,13000.0,,-12713000.0,2304000.0,0.0059781326201526,-0.03298611111111111,-0.03300043421623969,,-1.1812318099583103,-5.846153846153846,0.005642361111111111,True,High Risk
0001096906-24-000184,1844793,YO-HEALTH INC.,US,IN,INDIANAPOLIS,2024-02-12 11:19:00.0,10-Q,20230630.0,2023.0,Q2,59233.0,,,,,-728151.0,-3724855.0,128435.0,,1544424.0,4695691.0,-2.4118085448037587,-0.7932495984084131,-0.8033837468170746,,2.040415714855506,-29.001868649511426,0.027351671990341785,True,High Risk
0001096906-24-000201,1089297,NOVAGANT CORP,US,DE,WILMINGTON,2024-02-14 12:42:00.0,10-Q,20231231.0,2024.0,Q3,,876.0,,,,-10113.0,-13896.0,6996.0,,200.0,32603.0,-69.48,-0.4262184461552618,,,162.015,-1.9862778730703259,0.2145814802318805,True,High Risk
0001096906-24-000206,1755101,APPLIFE DIGITAL SOLUTIONS INC,US,CA,SAN FRANCISCO,2024-02-14 14:29:00.0,10-Q,20231231.0,2024.0,Q2,,,,,,-387694.0,-1548937.0,1944.0,90545.0,-1677138.0,158264.0,0.9235596593720969,-9.787045695799424,,,-1.0943655203090026,-796.77829218107,0.012283273517666683,True,High Risk
0001096906-24-000228,1301991,"SMARTMETRIC, INC.",US,NV,LAS VEGAS,2024-02-21 13:41:00.0,10-Q,20231231.0,2024.0,Q2,1233488.0,,,,,-614555.0,-671662.0,0.0,,26353594.0,62428.0,-0.02548654274631384,-10.758986352277825,0.5735504585589124,,-0.997631139039328,,0.0,True,High Risk
0001097149-24-000011,1097149,ALIGN TECHNOLOGY INC,US,AZ,TEMPE,2024-02-28 17:14:00.0,10-K,20231231.0,2023.0,FY,127870000.0,903424000.0,525780000.0,,16400000.0,1172544000.0,445053000.0,,115992000.0,7000.0,6083877000.0,63579.0,0.07315285959923253,0.07472338430764101,7.065175568937202,869124.2857142857,,,True,High Risk
0001097362-24-000007,1097362,SUN LIFE FINANCIAL INC,CA,ON,TORONTO,2024-02-07 19:35:00.0,40-F,20231231.0,2023.0,FY,,,,,,,,,,,18382000000.0,,,,,,,,True,High Risk
0001099219-24-000035,1099219,METLIFE INC,US,NY,NEW YORK,2024-02-15 18:43:00.0,10-K,20231231.0,2023.0,FY,,,,,92000000.0,12347000000.0,1162000000.0,22283000000.0,171000000.0,27040000000.0,945000000.0,0.04297337278106509,1.2296296296296296,,,-0.965051775147929,0.05214737692411255,23.57989417989418,True,High Risk
0001099800-24-000004,1099800,EDWARDS LIFESCIENCES CORP,US,CA,IRVINE,2024-02-12 16:47:00.0,10-K,20231231.0,2023.0,FY,201900000.0,643000000.0,,2274400000.0,6100000.0,895800000.0,1402400000.0,,82400000.0,-19600000.0,9363200000.0,-71.55102040816327,0.14977785372522215,0.15307871153657232,3.1847449232293212,-478.7142857142857,,,True,High Risk
0001100682-24-000007,1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",US,MA,WILMINGTON,2024-02-14 09:20:00.0,10-K,20231231.0,2023.0,FY,168937000.0,752390000.0,219758000.0,1905578000.0,137440000.0,619640000.0,474624000.0,,31200000.0,2976293000.0,7602770000.0,0.1594681706404578,0.06242777303535422,0.06384647058926397,4.45367207894067,1.5544427245570245,,,True,High Risk
0001101215-24-000041,1101215,"BREAD FINANCIAL HOLDINGS, INC.",US,OH,COLUMBUS,2024-02-20 07:14:00.0,10-K,20231231.0,2023.0,FY,,,,,26000000.0,-219000000.0,223000000.0,,33000000.0,-1000000.0,4376000000.0,-223.0,0.050959780621572213,,,-4377.0,,,True,High Risk
0001101302-24-000009,1101302,ENTEGRIS INC,US,MA,BILLERICA,2024-02-14 21:59:00.0,10-K,20231231.0,2023.0,FY,172488000.0,,,2305367000.0,143953000.0,400454000.0,180669000.0,,5780000.0,,552241000.0,,0.32715607859612017,0.47575397692710786,,,,,True,High Risk
0001103982-24-000019,1103982,"MONDELEZ INTERNATIONAL, INC.",US,IL,CHICAGO,2024-02-02 15:50:00.0,10-K,20231231.0,2023.0,FY,8321000000.0,3634000000.0,,32143000000.0,132000000.0,3908000000.0,4959000000.0,1100000000.0,121000000.0,40596000000.0,6164000000.0,0.12215489210759681,0.804510058403634,-2.299026425591099,0.436726355005408,-0.8481623805301015,4.508181818181818,0.17845554834523036,True,High Risk
0001104485-24-000045,1104485,"NORTHERN OIL & GAS, INC.",US,MN,MINNETONKA,2024-02-23 16:29:00.0,10-K,20231231.0,2023.0,FY,128582000.0,271336000.0,147943000.0,,,1183321000.0,773237000.0,496899000.0,,745260000.0,4484255000.0,1.0375399189544587,0.17243377105004065,0.17752411625023273,2.1102176043303107,5.0170343235917665,1.5561250877945014,0.11080971086613049,True,High Risk
0001104506-24-000008,1104506,INSMED INC,US,NJ,BRIDGEWATER,2024-02-22 07:00:00.0,10-K,20231231.0,2023.0,FY,50461000.0,41189000.0,,,5052000.0,-536247000.0,-749567000.0,,1900000.0,-2265243000.0,1656435000.0,0.3308991573972417,-0.45251820928681175,-0.46673669685810604,0.8162541368581677,-1.7312394299419533,,,True,High Risk
0001104657-24-000019,1104657,MATERION CORP,US,OH,MAYFIELD HTS.,2024-02-15 16:11:00.0,10-K,20231231.0,2023.0,FY,107899000.0,192747000.0,54993000.0,,6000000.0,115958000.0,85990000.0,,900000.0,-8756000.0,1762726000.0,-9.820694380995889,0.048782397264237325,0.051963135723552975,1.7863650265526094,-202.3163544997716,,,True,High Risk
0001104659-24-011234,868857,AECOM,US,TX,DALLAS,2024-02-06 20:11:00.0,10-Q,20231231.0,2024.0,Q1,2190755000.0,2544500000.0,2287546000.0,,4700000.0,143063000.0,94438000.0,,15100000.0,2212332000.0,882200000.0,0.042687083132188115,0.10704828836998413,-0.07216968335301152,1.1614717300656623,-0.6012352576376421,,,True,High Risk
0001104659-24-012056,1537137,STANDARD LITHIUM LTD.,CA,BC,VANCOUVER,2024-02-08 09:55:00.0,6-K,20231231.0,2024.0,Q2,,,,,,,,,,,173497000.0,,,,,,,,True,High Risk
0001104659-24-012582,868675,TELUS CORP,CA,BC,VANCOUVER,2024-02-09 07:23:00.0,40-F,20231231.0,2023.0,FY,,,,,,,,,,,193000000.0,,,,,,,,True,High Risk
0001104659-24-025516,1126328,PRINCIPAL FINANCIAL GROUP INC,US,IA,DES MOINES,2024-02-20 16:12:00.0,10-K,20231231.0,2023.0,FY,,,,,70700000.0,-69300000.0,1580200000.0,12449300000.0,,-6877300000.0,80000000.0,-0.22977040408299768,19.7525,,,-1.0116324720457157,0.12693083145237083,155.61625,True,High Risk
0001104659-24-025535,1038074,SILICON LABORATORIES INC.,US,TX,AUSTIN,2024-02-20 16:21:00.0,10-K,20231231.0,2023.0,FY,89860000.0,29295000.0,,,76000.0,,,,964000.0,-10688000.0,1443056000.0,,,,0.32600712219007344,-136.01646706586826,,,True,High Risk
0001104659-24-027091,1780232,GFL ENVIRONMENTAL INC.,CA,ON,VAUGHAN,2024-02-23 17:01:00.0,40-F,20231231.0,2023.0,FY,,,,,,,,,,,19767600000.0,,,,,,,,True,High Risk
0001104659-24-027565,887596,CHEESECAKE FACTORY INC,US,CA,CALABASAS HILLS,2024-02-26 17:01:00.0,10-K,20231231.0,2023.0,FY,66638000.0,,231133000.0,913442000.0,700000.0,213006000.0,72373000.0,,25781000.0,318062000.0,541887000.0,0.2275436864510693,0.1335573652809534,0.15228438145056591,,0.7037149989624665,,,True,High Risk
0001104659-24-029425,865752,MONSTER BEVERAGE CORP,US,CA,CORONA,2024-02-29 16:56:00.0,10-K,20231231.0,2023.0,FY,564379000.0,1016203000.0,183988000.0,4975115000.0,5900000.0,1717753000.0,,,70300000.0,3034000.0,9686522000.0,,,,1.800568412361197,3191.6572181938036,,,True,High Risk
0001107843-24-000008,1107843,"QUALYS, INC.",US,CA,FOSTER CITY,2024-02-22 17:08:00.0,10-K,20231231.0,2023.0,FY,2808000.0,121795000.0,43096000.0,,3100000.0,198854000.0,151595000.0,,5300000.0,-1704000.0,812618000.0,-88.96420187793427,0.18655136853970747,0.18719823168397526,43.37428774928775,-477.88849765258215,,,True,High Risk
0001108134-24-000003,1108134,BERKSHIRE HILLS BANCORP INC,US,MA,BOSTON,2024-02-28 14:21:00.0,10-K,20231231.0,2023.0,FY,,,,1423273000.0,5200000.0,106809000.0,118664000.0,411829000.0,7300000.0,-175557000.0,11662864000.0,-0.675928615777212,0.010174516310916426,,,-67.43348883838297,0.2881390091518567,0.03531113798463225,True,High Risk
0001108205-24-000010,1108205,CURIS INC,US,MA,LEXINGTON,2024-02-08 16:01:00.0,10-K,20231231.0,2023.0,FY,3193000.0,2700000.0,5679000.0,1215792000.0,,-38434000.0,-47413000.0,,3230000.0,1183095000.0,108848000.0,-0.040075395466974334,-0.43558907834778776,-0.44875301689460984,0.8455997494519261,-0.9079972445154446,,,True,High Risk
0001108426-24-000008,1108426,PNM RESOURCES INC,US,NM,ALBUQUERQUE,2024-02-29 16:27:00.0,10-K,20231231.0,2023.0,FY,16388000.0,55304000.0,,,,551171000.0,5401000.0,1939198000.0,2600000.0,1907330000.0,241980000.0,0.002831707150833888,0.022320026448466816,0.023941451824532785,3.3746643885770076,-0.8731315503871905,0.002785172014410081,8.013877179932226,False,Low Risk
0001109357-24-000053,1109357,EXELON CORP,US,IL,CHICAGO,2024-02-21 15:46:00.0,10-K,20231231.0,2023.0,FY,361000000.0,791000000.0,1375000000.0,,0.0,384000000.0,,3000000.0,41000000.0,2575000000.0,26903000000.0,,,,2.1911357340720223,9.447766990291262,,0.00011151172731665613,True,High Risk
0001109448-24-000017,1109448,ALLIANCEBERNSTEIN L.P.,US,TN,NASHVILLE,2024-02-09 17:14:00.0,10-K,20231231.0,2023.0,FY,,,,,46900000.0,872292000.0,764610000.0,452017000.0,,,580711000.0,,1.3166790365603545,,,,1.691551423950869,0.7783854619595634,True,High Risk
0001110803-24-000010,1110803,"ILLUMINA, INC.",US,CA,SAN DIEGO,2024-02-16 16:21:00.0,10-K,20231231.0,2023.0,FY,245000000.0,671000000.0,1232000000.0,,75000000.0,392000000.0,-4404000000.0,,153000000.0,1142000000.0,12252000000.0,-3.8563922942206657,-0.3594515181194907,-0.3667860414758058,2.7387755102040816,9.728546409807356,,,True,High Risk
0001110805-24-000007,1110805,NUSTAR ENERGY L.P.,US,TX,SAN ANTONIO,2024-02-22 13:22:00.0,10-K,20231231.0,2023.0,FY,77050000.0,149971000.0,76072000.0,,48500000.0,527549000.0,273663000.0,334549000.0,,,4973686000.0,,0.05502217067985393,0.05588796063256489,1.946411421155094,,0.8180057330914156,0.06726379590508931,True,High Risk
0001111335-24-000018,1111335,VISTEON CORP,US,MI,VAN BUREN TOWNSHIP,2024-02-20 07:10:00.0,10-K,20231231.0,2023.0,FY,551000000.0,672000000.0,,,18000000.0,167000000.0,41000000.0,576000000.0,1000000.0,1038000000.0,2450000000.0,0.0394990366088632,0.01673469387755102,0.021590310689836755,1.219600725952813,1.3603082851637764,0.07118055555555555,0.23510204081632652,False,Low Risk
0001111711-24-000011,1111711,NISOURCE INC.,US,IN,MERRILLVILLE,2024-02-21 07:10:00.0,10-K,20231231.0,2023.0,FY,749400000.0,862000000.0,,7375300000.0,,1217900000.0,714300000.0,1831700000.0,23900000.0,7575400000.0,1433400000.0,0.0942920505847876,0.4983256592716618,1.044298245614035,1.1502535361622632,-0.8107822689230931,0.38996560572146094,1.2778707967071299,False,Low Risk
0001111928-24-000019,1111928,IPG PHOTONICS CORP,US,MA,MARLBOROUGH,2024-02-21 16:33:00.0,10-K,20231231.0,2023.0,FY,28618000.0,219053000.0,202764000.0,951371000.0,10454000.0,389700000.0,218878000.0,,5421000.0,2415385000.0,2698898000.0,0.09061826582511691,0.08109902634334458,0.08196818311188339,7.654378363267873,0.1173779749398129,,,True,High Risk
0001113169-24-000007,1113169,PRICE T ROWE GROUP INC,US,MD,BALTIMORE,2024-02-16 15:43:00.0,10-K,20231231.0,2023.0,FY,,,,437900000.0,122500000.0,-888900000.0,1557900000.0,,0.0,-2500000.0,754900000.0,-623.16,2.0637170486157106,,,-302.96,,,True,High Risk
0001114445-24-000007,1114445,HYDRO ONE INC,CA,ON,TORONTO,2024-02-13 17:00:00.0,40-F,20231231.0,2023.0,FY,284000000.0,827000000.0,673000000.0,,76000000.0,2185000000.0,,,3000000.0,11596000000.0,663000000.0,,,,2.9119718309859155,-0.9428251121076233,,,True,High Risk
0001114483-24-000034,1114483,INTEGER HOLDINGS CORP,US,TX,PLANO,2024-02-20 16:14:00.0,10-K,20231231.0,2023.0,FY,120293000.0,224325000.0,73499000.0,731393000.0,28507000.0,116381000.0,90650000.0,,969000.0,20223000.0,84644000.0,4.482519903080651,1.0709560039695667,-2.542848326741283,1.8648217269500302,3.185531325718242,,,True,High Risk
0001115055-24-000029,1115055,PINNACLE FINANCIAL PARTNERS INC,US,TN,NASHVILLE,2024-02-26 17:06:00.0,10-K,20231231.0,2023.0,FY,,,,,752000.0,657444000.0,527323000.0,1175756000.0,39552000.0,3028063000.0,41970021000.0,0.17414531996196908,0.01256427772576049,,,12.860352641275957,0.4484969670577909,0.028014186602384594,True,High Risk
0001116132-24-000007,1116132,"TAPESTRY, INC.",US,NY,NEW YORK,2024-02-08 16:02:00.0,10-Q,20231231.0,2024.0,Q2,462900000.0,211500000.0,547100000.0,,3200000.0,901800000.0,322300000.0,,42200000.0,-178400000.0,13815400000.0,-1.8066143497757847,0.023329038609088408,0.024137801909754727,0.45690213869086194,-78.44058295964126,,,True,High Risk
0001117480-24-000005,1117480,CHIMERIX INC,US,NC,DURHAM,2024-02-29 08:24:00.0,10-K,20231231.0,2023.0,FY,2851000.0,4000.0,300000.0,,,-46867000.0,172167000.0,,5100000.0,-337000.0,279341000.0,-510.8813056379822,0.6163327259514357,0.6226879814821512,0.0014030164854437039,-829.9050445103858,,,True,High Risk
0001118417-24-000020,1118417,"MODEL N, INC.",US,CA,SAN MATEO,2024-02-06 16:54:00.0,10-Q,20231231.0,2024.0,Q1,3888000.0,46314000.0,6060000.0,421473000.0,1700000.0,-18292000.0,-4050000.0,,985000.0,-2245000.0,515174000.0,1.8040089086859687,-0.007861421577952303,-0.007921202614583619,11.912037037037036,-230.4761692650334,,,True,High Risk
0001120193-24-000006,1120193,"NASDAQ, INC.",US,NY,NEW YORK,2024-02-21 17:03:00.0,10-K,20231231.0,2023.0,FY,,,,,170000000.0,1083000000.0,1125000000.0,,90000000.0,6151000000.0,32294000000.0,0.18289708990408063,0.034836192481575524,,,4.250203218988783,,,True,High Risk
0001120970-24-000014,1120970,COMSTOCK INC.,US,NV,"VIRGINIA CITY,",2024-02-27 16:16:00.0,10-K,20231231.0,2023.0,FY,714077.0,,1719597.0,,2171646.0,-12105169.0,-2956597.0,,291197.0,78277172.0,60536258.0,-0.037770871436183205,-0.04884010174530444,-0.04942308940558352,,-0.22664224507242034,,,True,High Risk
