adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category
0001410578-22-000211,1396878,"UNITED STATES GASOLINE FUND, LP",US,CA,WALNUT CREEK,2022-02-25 14:47:00.0,10-K,20211231.0,2021.0,FY,,,,,,,46475825.0,48257088.0,49145615.0,,,81536106.0,,0.5918493090656058,,,,0.9819205233264453,0.6027466531207659,True,High Risk
0001410578-22-000214,1405528,"UNITED STATES 12 MONTH OIL FUND, LP",US,CA,WALNUT CREEK,2022-02-25 15:08:00.0,10-K,20211231.0,2021.0,FY,,,,,,,97425446.0,108719344.0,7480172.0,,,149225740.0,,0.7285562396943047,,,,14.534337445716488,0.05012655323404662,True,High Risk
0001410578-22-000216,1472494,"UNITED STATES BRENT OIL FUND, LP",US,CA,WALNUT CREEK,2022-02-25 15:11:00.0,10-K,20211231.0,2021.0,FY,,,,,,,143584925.0,119083909.0,135556854.0,,,350241278.0,,0.34000535196767984,,,,0.8784794385977709,0.3870384860804442,True,High Risk
0001410578-22-000219,1376227,"UNITED STATES NATURAL GAS FUND, LP",US,CA,WALNUT CREEK,2022-02-25 15:35:00.0,10-K,20211231.0,2021.0,FY,,,,,,,-124370008.0,28791269.0,-71201367.0,,,377056487.0,,0.07635797285726051,,,,-0.4043639920565008,-0.18883474878394016,True,High Risk
0001410578-22-000220,1479247,UNITED STATES COMMODITY INDEX FUNDS TRUST,US,CA,WALNUT CREEK,2022-02-25 15:46:00.0,10-K,20211231.0,2021.0,FY,,,,,,,-31036564.0,7403335.0,12816644.0,,,464004955.0,,0.015955292977420897,,,,0.5776344415901697,0.027621782616524,True,High Risk
0001410578-22-000223,1327068,"UNITED STATES OIL FUND, LP",US,CA,WALNUT CREEK,2022-02-25 16:08:00.0,10-K,20211231.0,2021.0,FY,,,,,,,-2253812505.0,473455704.0,1626227665.0,,,3712147230.0,,0.12754227531002318,,,,0.291137406028571,0.43808274948189485,True,High Risk
0001410578-22-000226,727510,"ENZON PHARMACEUTICALS, INC.",US,NJ,CRANFORD,2022-02-25 16:33:00.0,10-K,20211231.0,2021.0,FY,302000.0,,110000.0,,78006000.0,,-380000.0,0.0,22000.0,0.0,75983000.0,47754000.0,0.0,0.0,0.0,,-0.37151731308318964,0.0,0.000460694392092809,True,High Risk
0001410578-22-000230,1596062,Q BIOMED INC.,US,NY,NEW YORK,2022-02-28 16:44:00.0,10-K,20211130.0,2021.0,FY,1345319.0,80097.0,837660.0,,,,-4302036.0,-8240550.0,30000.0,,53335901.0,809480.0,-0.15450287415225253,-10.1800538617384,15.37877982005789,0.059537552060143356,-0.984822980678624,-274.685,0.03706082917428473,True,High Risk
0001410578-22-000232,1124524,"CRYOPORT, INC.",US,TN,BRENTWOOD,2022-02-28 17:25:00.0,10-K,20211231.0,2021.0,FY,,39412000.0,,,1100287000.0,8179000.0,-14866000.0,-275528000.0,33942000.0,8916000.0,382698000.0,552405000.0,-0.7199619543347496,-0.4987789755704601,,,0.4434488813633727,-8.11761239761947,0.061444049203030385,True,High Risk
0001410636-22-000048,1410636,"AMERICAN WATER WORKS COMPANY, INC.",US,NJ,CAMDEN,2022-02-16 16:32:00.0,10-K,20211231.0,2021.0,FY,189000000.0,271000000.0,701000000.0,,6781000000.0,2000000.0,1441000000.0,621000000.0,,19000000.0,-3000000.0,891000000.0,-207.0,0.696969696969697,0.8846153846153846,1.433862433862434,-298.0,,,True,High Risk
0001410939-22-000015,1410939,"IVERIC BIO, INC.",US,NJ,PARSIPPANY,2022-02-24 17:12:00.0,10-K,20211231.0,2021.0,FY,,,,,,,-66097000.0,-58859000.0,,4920000.0,0.0,216754000.0,,-0.27154746855882705,,,,,,True,High Risk
0001411494-22-000014,1411494,"APOLLO ASSET MANAGEMENT, INC.",US,NY,NEW YORK,2022-02-25 16:27:00.0,10-K,20211231.0,2021.0,FY,,,,,,6159000.0,1082694000.0,-15552000.0,1062222000.0,8704000.0,3789141000.0,103400000000.0,-0.0041043603286338515,-0.00015040618955512573,,,26.28850681460521,-0.014641007247072646,0.01027294003868472,True,High Risk
0001413329-22-000011,1413329,PHILIP MORRIS INTERNATIONAL INC.,US,NY,NEW YORK,2022-02-11 08:29:00.0,10-K,20211231.0,2021.0,FY,2780000000.0,3123000000.0,,,2105000000.0,96000000.0,9812000000.0,8056000000.0,,71000000.0,-12567000000.0,44815000000.0,-0.6410440041378213,0.17976124065603036,0.19164981562983227,1.1233812949640287,-4.566085780218032,,,True,High Risk
0001415404-22-000005,1415404,ECHOSTAR CORP,US,CO,ENGLEWOOD,2022-02-23 18:58:00.0,10-K,20211231.0,2021.0,FY,,182063000.0,,,,93000.0,534388000.0,,,8327000.0,3542334000.0,7154298000.0,,,,,1.0196565315410686,,,True,High Risk
0001417398-22-000007,1417398,"HILLENBRAND, INC.",US,IN,BATESVILLE,2022-02-02 16:34:00.0,10-Q,20211231.0,2022.0,Q1,389400000.0,,,,714800000.0,13700000.0,66200000.0,76400000.0,20000000.0,4200000.0,1232600000.0,3994600000.0,0.0619828005841311,0.01912581985680669,0.021191612115832686,,2.2407918221645304,3.82,0.005006759124818505,True,High Risk
0001418091-22-000029,1418091,"TWITTER, INC.",US,CA,SAN FRANCISCO,2022-02-16 16:29:00.0,10-K,20211231.0,2021.0,FY,203171000.0,1041743000.0,663532000.0,,9167138000.0,16500000.0,1303364000.0,-221409000.0,3207392000.0,378025000.0,-117320000.0,13379090000.0,1.8872229798840778,-0.01654888336949673,-0.01680406505231248,5.1274197597098015,-115.0392942379816,-0.06903085123365027,0.23973170073599923,True,High Risk
0001418100-22-000004,1418100,AVAYA HOLDINGS CORP.,US,NC,DURHAM,2022-02-09 16:03:00.0,10-Q,20211231.0,2022.0,Q1,339000000.0,350000000.0,,,1467000000.0,40000000.0,48000000.0,-4000000.0,,4000000.0,-51000000.0,5985000000.0,0.0784313725490196,-0.0006683375104427736,-0.0007084661707403471,1.0324483775811208,-118.3529411764706,,,True,High Risk
0001418135-22-000005,1418135,KEURIG DR PEPPER INC.,US,MA,BURLINGTON,2022-02-24 16:22:00.0,10-K,20211231.0,2021.0,FY,3740000000.0,1048000000.0,1110000000.0,,21677000000.0,126000000.0,2456000000.0,2146000000.0,1782000000.0,88000000.0,77000000.0,49779000000.0,27.87012987012987,0.043110548624922154,0.046612654488585765,0.2802139037433155,645.4805194805194,1.2042648709315376,0.03579822816850479,True,High Risk
0001418819-22-000005,1418819,IRIDIUM COMMUNICATIONS INC.,US,VA,MCLEAN,2022-02-17 07:03:00.0,10-K,20211231.0,2021.0,FY,14390000.0,63410000.0,48122000.0,,1160570000.0,1500000.0,302874000.0,-9319000.0,330948000.0,800000.0,1287947000.0,3360949000.0,-0.007235546183189215,-0.0027727287739266497,-0.0027846513388827153,4.406532314107019,1.6095398335490514,-0.028158502242044067,0.09846861704833962,True,High Risk
0001420800-22-000004,1420800,COLFAX CORP,US,DE,WILMINGTON,2022-02-22 06:11:00.0,10-K,20211231.0,2021.0,FY,330251000.0,638700000.0,454333000.0,,,167700000.0,130948000.0,-527646000.0,,,4617378000.0,4077403000.0,-0.1142739450831186,-0.12940737032861357,-0.14081254243222585,1.9339835458484607,-0.11694407518725995,,,True,High Risk
0001421182-22-000006,1421182,VERSO CORP,US,OH,MIAMISBURG,2022-02-28 07:58:00.0,10-K,20211231.0,2021.0,FY,80000000.0,,68000000.0,,645000000.0,2000000.0,180000000.0,-101000000.0,,12000000.0,120000000.0,1055000000.0,-0.8416666666666667,-0.09573459715639811,-0.10358974358974359,,7.791666666666667,,,True,High Risk
0001421517-22-000037,1421517,"ENERGY RECOVERY, INC.",US,CA,SAN LEANDRO,2022-02-24 16:14:00.0,10-K,20211231.0,2021.0,FY,1118000.0,20615000.0,,,,16000.0,5268000.0,10913000.0,,2895000.0,62000.0,204314000.0,176.01612903225808,0.053412884090174924,0.05370676588121814,18.4391771019678,3294.3870967741937,,,True,High Risk
0001423689-22-000014,1423689,AGNC INVESTMENT CORP.,US,MD,BETHESDA,2022-02-23 16:39:00.0,10-K,20211231.0,2021.0,FY,,,,,,,1747000000.0,749000000.0,,500000.0,484000000.0,81817000000.0,1.5475206611570247,0.009154576677218671,,,168.04338842975207,,,True,High Risk
0001423902-22-000008,1423902,"WESTERN MIDSTREAM PARTNERS, LP",US,TX,THE WOODLANDS,2022-02-23 16:21:00.0,10-K,20211231.0,2021.0,FY,,436513000.0,13914000.0,,,33000000.0,1766852000.0,807590000.0,1341000.0,10100000.0,,11273079000.0,,0.07163881314058032,,,,602.2296793437733,0.00011895596580135737,True,High Risk
0001424929-22-000013,1424929,FOX FACTORY HOLDING CORP,US,GA,DULUTH,2022-02-24 16:19:00.0,10-K,20211231.0,2021.0,FY,99984000.0,121194000.0,59391000.0,,344119000.0,6344000.0,82715000.0,93033000.0,,802000.0,219686000.0,1286561000.0,0.42348169660333385,0.0723113789396694,0.07840451989209297,1.212133941430629,4.856363172892219,,,True,High Risk
0001425292-22-000009,1425292,"CVR PARTNERS, LP",US,TX,SUGAR LAND,2022-02-22 17:42:00.0,10-K,20211231.0,2021.0,FY,41504000.0,88351000.0,,,,,39157000.0,-34969000.0,,-600000.0,,1032880000.0,,-0.03385582061807761,-0.035273196042672005,2.1287345797995374,,,,True,High Risk
0001428205-22-000026,1428205,"ARMOUR RESIDENTIAL REIT, INC.",US,FL,VERO BEACH,2022-02-16 16:20:00.0,10-K,20211231.0,2021.0,FY,,,,,,,-40717000.0,15363000.0,,,179031000.0,5277307000.0,0.08581195435427384,0.0029111438845608184,,,28.47705704598645,,,True,High Risk
0001428439-22-000010,1428439,"ROKU, INC",US,CA,SAN JOSE,2022-02-18 16:54:00.0,10-K,20211231.0,2021.0,FY,124921000.0,752393000.0,347668000.0,,1660379000.0,14500000.0,148192000.0,-59937000.0,,827000.0,2766606000.0,4082145000.0,-0.02166445095543059,-0.01468272195132706,-0.015146223716423431,6.022950504718982,0.47550645086434423,,,True,High Risk
0001431695-22-000009,1431695,OLO INC.,US,NY,NEW YORK,2022-02-25 16:40:00.0,10-K,20211231.0,2021.0,FY,9104000.0,45641000.0,42578000.0,,,500000.0,16253000.0,-8258000.0,,253000.0,701750000.0,755876000.0,-0.011767723548272177,-0.01092507236636697,-0.011058261423834852,5.01329086115993,0.07713003206270039,,,True,High Risk
0001433195-22-000023,1433195,APPFOLIO INC,US,CA,GOLETA,2022-02-28 16:20:00.0,10-K,20211231.0,2021.0,FY,1704000.0,10057000.0,13284000.0,,,5300000.0,38887000.0,158403000.0,,300000.0,-8034000.0,408017000.0,-19.71657953696789,0.38822647095586704,0.38985461946824246,5.901995305164319,-51.786283295992035,,,True,High Risk
0001433642-22-000006,1433642,HAMILTON LANE INC,US,PA,CONSHOHOCKEN,2022-02-01 16:06:00.0,10-Q,20211231.0,2022.0,Q3,,,,,,,152512000.0,51849000.0,,5706000.0,238129000.0,143062000.0,0.2177349251876084,0.36242328500929666,,,-0.39922478992478866,,,True,High Risk
0001433660-22-000006,1433660,JOHN BEAN TECHNOLOGIES CORP,US,IL,CHICAGO,2022-02-24 16:24:00.0,10-K,20211231.0,2021.0,FY,186000000.0,236100000.0,,,,34600000.0,225700000.0,108800000.0,1133700000.0,1900000.0,300000.0,2141400000.0,362.6666666666667,0.050807882693564954,0.055640789608264296,1.2693548387096774,7137.0,0.09596895122166357,0.5294200056038106,True,High Risk
0001437071-22-000007,1437071,INVESCO MORTGAGE CAPITAL INC.,US,GA,ATLANTA,2022-02-17 16:33:00.0,10-K,20211231.0,2021.0,FY,,,,,3387552000.0,,343359000.0,-1674352000.0,,,220813000.0,8443841000.0,-7.582669498625534,-0.19829269641623995,,,37.23978207804794,,,True,High Risk
0001437107-22-000031,1437107,"DISCOVERY, INC.",US,NY,NEW YORK,2022-02-24 14:14:00.0,10-K,20211231.0,2021.0,FY,412000000.0,,2230000000.0,,,1100000000.0,3399000000.0,1006000000.0,,110000000.0,11599000000.0,34427000000.0,0.08673161479437883,0.029221250762482935,0.02957518741731589,,1.9681006983360634,,,True,High Risk
0001437578-22-000007,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,US,MA,NEWTON,2022-02-25 16:38:00.0,10-K,20211231.0,2021.0,FY,8503000.0,,,,,33600000.0,209572000.0,26992000.0,,1500000.0,70000.0,3640047000.0,385.6,0.007415288868522852,0.007432651235948126,,51999.671428571426,,,True,High Risk
0001437749-22-002208,880807,AMERICAN SUPERCONDUCTOR CORP /DE/,US,MA,DEVENS,2022-02-02 16:09:00.0,10-Q,20211231.0,2022.0,Q3,5353000.0,21049000.0,,,1121495000.0,100000.0,-15900000.0,-15062000.0,1800000.0,683000.0,-262000.0,81253000.0,57.48854961832061,-0.1853716170479859,-0.1984453227931489,3.9321875583784793,-311.12595419847327,-8.367777777777778,0.022153028195882,True,High Risk
0001437749-22-002216,785956,J&J SNACK FOODS CORP,US,NJ,PENNSAUKEN,2022-02-02 16:32:00.0,10-Q,20211231.0,2022.0,Q1,91010000.0,162939000.0,10955000.0,,,679000.0,21304000.0,0.0,,,-13383000.0,29802000.0,-0.0,0.0,-0.0,1.790341720690034,-3.2268549652544274,,,True,High Risk
0001437749-22-002291,724004,MESA LABORATORIES INC /CO/,US,CO,LAKEWOOD,2022-02-03 08:01:00.0,10-Q,20211231.0,2022.0,Q3,7827000.0,37289000.0,9945000.0,,,2828000.0,29921000.0,-4542000.0,,3703000.0,298203000.0,721712000.0,-0.015231235098238448,-0.006293369100139668,-0.006362369289171225,4.764149738086112,1.420203686750301,,,True,High Risk
0001437749-22-002373,1547459,"NATURAL GROCERS BY VITAMIN COTTAGE, INC.",US,CO,LAKEWOOD,2022-02-03 16:11:00.0,10-Q,20211231.0,2022.0,Q1,68949000.0,9603000.0,25797000.0,,57289000.0,,12059000.0,0.0,,,57460000.0,654345000.0,0.0,0.0,0.0,0.13927685680720533,10.38783501566307,,,True,High Risk
0001437749-22-002431,69733,"NATHANS FAMOUS, INC.",US,NY,JERICHO,2022-02-04 06:04:00.0,10-Q,20211231.0,2022.0,Q3,5714000.0,,8478000.0,,62240000.0,,5710000.0,9014000.0,,66000.0,-40662000.0,114455000.0,-0.2216811765284541,0.07875584290769298,0.08289421653286248,,-3.8147902218287344,,,True,High Risk
0001437749-22-002447,310354,STANDEX INTERNATIONAL CORP/DE/,US,NH,SALEM,2022-02-04 11:10:00.0,10-Q,20211231.0,2022.0,Q2,75254000.0,107107000.0,61717000.0,,,,36335000.0,21094000.0,,,523450000.0,970570000.0,0.04029802273378546,0.021733620449838755,0.02356039655272552,1.4232731814920137,0.8541790046804852,,,True,High Risk
0001437749-22-002462,58361,"LEE ENTERPRISES, INC",US,IA,DAVENPORT,2022-02-04 12:31:00.0,10-Q,20211231.0,2022.0,Q1,20420000.0,65070000.0,45076000.0,,,0.0,18916000.0,12658000.0,,,60000.0,843551000.0,210.96666666666667,0.015005613175729743,0.015377868164362658,3.186581782566112,14058.183333333332,,,True,High Risk
0001437749-22-002465,1084869,1 800 FLOWERS COM INC,US,NY,JERICHO,2022-02-04 12:42:00.0,10-Q,20211231.0,2022.0,Q2,57434000.0,20831000.0,178512000.0,,,,185848000.0,0.0,,5296000.0,336000.0,1076679000.0,0.0,0.0,0.0,0.3626945711599401,3203.401785714286,,,True,High Risk
0001437749-22-002489,1040130,PETMED EXPRESS INC,US,FL,DELRAY BEACH,2022-02-04 15:07:00.0,10-Q,20211231.0,2021.0,Q3,39548000.0,2587000.0,,,,,9781000.0,0.0,,3000000.0,3804000.0,168429000.0,0.0,0.0,0.0,0.06541418023667442,43.276813880126184,,,True,High Risk
0001437749-22-002494,100885,UNION PACIFIC CORP,US,NE,OMAHA,2022-02-04 15:59:00.0,10-K,20211231.0,2021.0,FY,612000000.0,1505000000.0,,,,,8540000000.0,6523000000.0,,0.0,2781000000.0,63525000000.0,2.345559151384394,0.10268398268398268,0.10368286363708613,2.4591503267973858,21.84250269687163,,,True,High Risk
0001437749-22-002499,763532,LSI INDUSTRIES INC,US,OH,CINCINNATI,2022-02-04 16:06:00.0,10-Q,20211231.0,2022.0,Q2,36737000.0,,27483000.0,,,1341000.0,-16543000.0,0.0,,400000.0,,7298000.0,,0.0,-0.0,,,,,True,High Risk
0001437749-22-002516,832489,"GEOVAX LABS, INC.",US,GA,SMYRNA,2022-02-04 17:02:00.0,S-1,20210930.0,2021.0,Q3,267702.0,,359281.0,,39340509.0,,-1398497.0,0.0,,168570.0,1932433.0,18339500.0,0.0,0.0,0.0,,8.490367841989865,,,True,High Risk
0001437749-22-002624,1069533,RGC RESOURCES INC,US,VA,ROANOKE,2022-02-07 16:21:00.0,10-Q,20211231.0,2022.0,Q1,6213160.0,8237566.0,3819977.0,,19705387.0,,152910.0,4723263.0,33517.0,,102294845.0,6491932558.0,0.04617303051781348,0.0007275588521294062,0.0007282558356527899,1.3258255058617514,62.462949262008266,140.92141301429126,5.162869407615309e-06,True,High Risk
0001437749-22-002626,842023,BIO-TECHNE CORP,US,MN,MINNEAPOLIS,2022-02-07 16:31:00.0,10-Q,20211231.0,2022.0,Q2,29384000.0,152896000.0,18991000.0,,616429000.0,37258000.0,149427000.0,79668000.0,,14100000.0,-55187000.0,2304846000.0,-1.4436008480258031,0.03456543300506845,0.035011791012110945,5.203375986931664,-42.764292315219166,,,True,High Risk
0001437749-22-002633,924383,GENASYS INC.,US,CA,SAN DIEGO,2022-02-07 17:16:00.0,10-Q,20211231.0,2022.0,Q1,2160000.0,6787000.0,14111000.0,,,543000.0,-2702000.0,-619000.0,,5000.0,336000.0,48782000.0,-1.8422619047619047,-0.012689106637694231,-0.013276993693964224,3.1421296296296295,144.1845238095238,,,True,High Risk
0001437749-22-002730,719274,GIGA TRONICS INC,US,CA,DUBLIN,2022-02-08 16:02:00.0,10-Q,20211231.0,2022.0,Q3,1044000.0,801000.0,,,,,-1564000.0,-1543000.0,7079000.0,58000.0,2922000.0,5554000.0,-0.528062970568104,-0.27781778898091464,-0.34212860310421284,0.7672413793103449,0.9007529089664613,-0.217968639638367,1.2745768815268275,True,High Risk
0001437749-22-002740,1101396,"DELTA APPAREL, INC",US,SC,GREENVILLE,2022-02-08 16:26:00.0,10-Q,20211231.0,2022.0,Q1,52936000.0,65060000.0,22823000.0,,,400000.0,-2487000.0,3645000.0,,400000.0,165614000.0,434288000.0,0.02200900890021375,0.008393047931326678,0.009558098554616208,1.229031283058788,1.6222903860784716,,,True,High Risk
0001437749-22-002791,25895,CROWN CRAFTS INC,US,LA,GONZALES,2022-02-09 07:01:00.0,10-Q,20211231.0,2022.0,Q3,5539000.0,21800000.0,,,55655000.0,13000.0,8079000.0,2141000.0,,11000.0,127000.0,63479000.0,16.858267716535433,0.033727689472108885,0.036952019330341736,3.9357284708431126,498.8346456692913,,,True,High Risk
0001437749-22-002802,100378,TWIN DISC INC,US,WI,RACINE,2022-02-09 08:01:00.0,10-Q,20211231.0,2022.0,Q2,31234000.0,39491000.0,47302000.0,,,90000.0,-1049000.0,-4313000.0,,350000.0,130210000.0,-131288000.0,-0.03312341602027494,0.032851441106574855,0.02653794563197598,1.264359351988218,-2.0082789340296445,,,True,High Risk
0001437749-22-002803,728387,"ISORAY, INC.",US,WA,RICHLAND,2022-02-09 08:01:00.0,10-Q,20211231.0,2022.0,Q2,,,,,158589000.0,,-3397000.0,-868000.0,,5000.0,87000.0,70416000.0,-9.977011494252874,-0.012326743921835947,,,808.3793103448276,,,True,High Risk
0001437749-22-002872,787253,NATURAL ALTERNATIVES INTERNATIONAL INC,US,CA,CARLSBAD,2022-02-09 16:16:00.0,10-Q,20211231.0,2022.0,Q2,11893000.0,17946000.0,1521000.0,,,,-557000.0,5890000.0,,,0.0,67307000.0,,0.08750947152599284,0.1062908290323745,1.5089548473892205,,,,True,High Risk
0001437749-22-002980,1016504,INTEGRATED BIOPHARMA INC,US,NJ,HILLSIDE,2022-02-10 14:10:00.0,10-Q,20211231.0,2022.0,Q2,4243000.0,5467000.0,,,,,713000.0,0.0,,93000.0,50271000.0,25440000.0,0.0,0.0,0.0,1.2884751355173227,-0.49394282986214716,,,True,High Risk
0001437749-22-002997,768408,CYANOTECH CORP,US,HI,KAILUA KONA,2022-02-10 16:02:00.0,10-Q,20211231.0,2022.0,Q3,2287000.0,2436000.0,1291000.0,,,,919000.0,0.0,,158000.0,-16147000.0,30879000.0,-0.0,0.0,0.0,1.065150852645387,-2.91236762246857,,,True,High Risk
0001437749-22-003005,1029744,SONIC FOUNDRY INC,US,WI,MADISON,2022-02-10 16:12:00.0,10-Q,20211231.0,2022.0,Q1,1444000.0,5303000.0,2020000.0,,,,-1268000.0,0.0,,119000.0,-169000.0,21842000.0,-0.0,0.0,0.0,3.6724376731301938,-130.24260355029585,,,True,High Risk
0001437749-22-003007,88948,SENECA FOODS CORP,US,NY,MARION,2022-02-10 16:14:00.0,10-Q,20211231.0,2022.0,Q3,98840000.0,95439000.0,,,,,-11085000.0,0.0,,,-19067000.0,909348000.0,-0.0,0.0,0.0,0.9655908539053015,-48.6922431426024,,,True,High Risk
0001437749-22-003009,1411685,"VISTAGEN THERAPEUTICS, INC.",US,CA,SOUTH SAN FRANCISCO,2022-02-10 16:16:00.0,10-Q,20211231.0,2022.0,Q3,838300.0,,2627500.0,,,,-6791600.0,0.0,,14400.0,-250915700.0,108281300.0,-0.0,0.0,0.0,,-1.4315445386637824,,,True,High Risk
0001437749-22-003029,1502377,"CONTANGO ORE, INC.",US,TX,HOUSTON,2022-02-10 16:43:00.0,10-Q,20211231.0,2022.0,Q2,26268.0,,174052.0,,69509606.0,,-5427421.0,-4572213.0,,2278160.0,-39599801.0,35970880.0,0.11546050446061586,-0.12710873350888274,-0.12720162343107222,,-1.908360120294544,,,True,High Risk
0001437749-22-003039,1378590,"BRIDGELINE DIGITAL, INC.",US,MA,WOBURN,2022-02-10 17:21:00.0,10-Q,20211231.0,2022.0,Q1,1359000.0,1370000.0,908000.0,,,218000.0,451000.0,1872000.0,,45000.0,78367000.0,34967000.0,0.023887605752421298,0.053536191266050845,0.055701023565817666,1.0080941869021338,-0.5538045350721604,,,True,High Risk
0001437749-22-003100,783412,DAILY JOURNAL CORP,US,CA,LOS ANGELES,2022-02-11 13:06:00.0,10-Q,20211231.0,2022.0,Q1,4239000.0,7175000.0,6052000.0,,,,325000.0,59270000.0,,,18000.0,436007000.0,3292.777777777778,0.13593818447868955,0.13727279464897815,1.692616183062043,24221.61111111111,,,True,High Risk
0001437749-22-003122,1354866,BYRNA TECHNOLOGIES INC.,US,MA,ANDOVER,2022-02-11 14:29:00.0,10-K,20211130.0,2021.0,FY,,834000.0,,,,200000.0,2538000.0,0.0,,10000.0,66098000.0,2691000.0,0.0,0.0,,,-0.9592877242881782,,,True,High Risk
0001437749-22-003129,1006830,CONSUMERS BANCORP INC /OH/,US,OH,MINERVA,2022-02-11 15:12:00.0,10-Q,20211231.0,2022.0,Q2,,,,,,14000.0,8548000.0,3162000.0,,,69900000.0,954903000.0,0.04523605150214592,0.0033113310985513713,,,12.660987124463519,,,True,High Risk
0001437749-22-003140,1710366,CONSOL ENERGY INC.,US,PA,CANONSBURG,2022-02-11 16:15:00.0,10-K,20211231.0,2021.0,FY,71229000.0,118289000.0,300875000.0,,,,129331000.0,-54000.0,1021643000.0,11351000.0,,108711000.0,,-0.0004967298617435218,-0.001440691531935329,1.660685956562636,,-5.285603679563213e-05,9.397788632245128,True,High Risk
0001437749-22-003160,1165320,GB SCIENCES INC,US,NV,LAS VEGAS,2022-02-11 17:18:00.0,10-Q,20211231.0,2022.0,Q3,1735905.0,0.0,102774.0,,,,-1200915.0,3137265.0,3369812.0,54167.0,-1473928.0,2781075.0,-2.1285062771044445,1.1280763733448396,3.0016791526737276,0.0,-2.8868458974929574,0.9309911057352754,1.2116940391754987,True,High Risk
0001437749-22-003191,1508348,"AMERICANN, INC.",US,CO,DENVER,2022-02-14 09:11:00.0,10-Q,20211231.0,2022.0,Q1,,,,,,,125329.0,-502284.0,,119346.0,2420.0,15064702.0,-207.55537190082646,-0.033341781337593,,,6224.08347107438,,,True,High Risk
0001437749-22-003230,1424844,"SOUTHWEST IOWA RENEWABLE ENERGY, LLC",US,IA,COUNCIL BLUFFS,2022-02-14 14:02:00.0,10-Q,20211231.0,2022.0,Q1,7695000.0,15130000.0,6627000.0,,,,29554000.0,1111000.0,55410000.0,,,156426000.0,,0.007102399856801299,0.007469861696620073,1.9662118258609487,,0.02005053239487457,0.3542250009589199,True,High Risk
0001437749-22-003247,24741,CORNING INC /NY,US,NY,CORNING,2022-02-14 15:34:00.0,10-K,20211231.0,2021.0,FY,1174000000.0,2133000000.0,3139000000.0,,14642000000.0,113000000.0,2031000000.0,960000000.0,-6000000.0,94000000.0,12333000000.0,16865000000.0,0.07783994162004379,0.056922620812333236,0.061181569052322984,1.8168654173764907,0.36746939106462334,-160.0,-0.0003557663800770827,True,High Risk
0001437749-22-003265,812306,PROCYON CORP,US,FL,CLEARWATER,2022-02-14 16:10:00.0,10-Q,20211231.0,2022.0,Q2,167588.0,418591.0,,,,,-291633.0,0.0,2520613.0,,-2423795.0,3855049.0,-0.0,0.0,0.0,2.497738501563358,-2.590501259388686,0.0,0.65384720142338,False,Low Risk
0001437749-22-003270,1005101,CONCIERGE TECHNOLOGIES INC,US,CA,SAN CLEMENTE,2022-02-14 16:20:00.0,10-Q,20211231.0,2022.0,Q2,2407685.0,1070541.0,198898.0,,,171094.0,-1447862.0,2269276.0,19173990.0,,-72030.0,4024803.0,-31.50459530751076,0.5638228753059467,1.4032841140844392,0.44463499170364895,-56.876759683465224,0.11835178802116826,4.7639573912064765,True,High Risk
0001437749-22-003274,1088638,"MASTERMIND, INC.",US,GA,ATLANTA,2022-02-14 16:34:00.0,10-K,20210930.0,2021.0,FY,,747472.0,,,,,-195223.0,141173.0,,,0.0,2766706.0,,0.05102566011712123,,,,,,True,High Risk
0001437749-22-003280,39092,FRIEDMAN INDUSTRIES INC,US,TX,LONGVIEW,2022-02-14 16:46:00.0,10-Q,20211231.0,2022.0,Q3,,20377967.0,,,30003462.0,,4837624.0,0.0,,375935.0,66865367.0,25708000.0,0.0,0.0,,,-0.615525926897253,,,True,High Risk
0001437749-22-003288,910679,WVS FINANCIAL CORP,US,PA,PITTSBURGH,2022-02-14 17:02:00.0,10-Q,20211231.0,2021.0,Q2,,,,,,,418000.0,0.0,,,-556000.0,355571000.0,-0.0,0.0,,,-640.5161870503597,,,True,High Risk
0001437749-22-003430,1307954,HUNTSMAN CORP,US,TX,THE WOODLANDS,2022-02-15 16:32:00.0,10-K,20211231.0,2021.0,FY,842000000.0,,4000000.0,,,16000000.0,897000000.0,0.0,2700000000.0,31000000.0,2687000000.0,406000000.0,0.0,0.0,-0.0,,-0.8489021213248976,0.0,6.650246305418719,True,High Risk
0001437749-22-003524,1439095,MRC GLOBAL INC.,US,TX,HOUSTON,2022-02-16 13:44:00.0,10-K,20211231.0,2021.0,FY,,379000000.0,94000000.0,,1739000000.0,39000000.0,261000000.0,39000000.0,,1000000.0,-231000000.0,191000000.0,-0.16883116883116883,0.20418848167539266,,,-1.826839826839827,,,True,High Risk
