adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Accumulated Depreciation/Amortization
0001628280-24-008061,834365,BIOLIFE SOLUTIONS INC,US,WA,BOTHELL,2024-02-29 17:16:00.0,10-K,20231231.0,2023.0,FY,15367000.0,18657000.0,6909000.0,611739000.0,9700000.0,-4593000.0,-139805000.0,,6700000.0,43000.0,412714000.0,-3251.279069767442,-0.3387454750747491,-0.3518461193868332,1.2140951389340795,9597.0,,,True,High Risk,
0001628280-24-008066,1477815,"SWEETGREEN, INC.",US,CA,LOS ANGELES,2024-02-29 17:20:00.0,10-K,20231231.0,2023.0,FY,17380000.0,3502000.0,20845000.0,,880000.0,-64529000.0,-113384000.0,,2400000.0,-323041000.0,856557000.0,0.3509895028804393,-0.1323718094651027,-0.1351133312757618,0.2014959723820483,-3.651542683436468,,,True,High Risk,
0001628280-24-008069,1843724,"LANZATECH GLOBAL, INC.",US,IL,SKOKIE,2024-02-29 17:23:00.0,10-K,20231231.0,2023.0,FY,7455000.0,,,,,-84703000.0,-76356000.0,3570000.0,5623000.0,24783000.0,241624000.0,-3.0809829318484443,-0.3160116544714101,-0.3260721957218931,,8.74958641003914,-21.38823529411765,0.0147750223487733,True,High Risk,
0001628280-24-008070,1911066,NUVEEN CHURCHILL PRIVATE CAPITAL INCOME FUND,US,NY,NEW YORK,2024-02-29 17:23:00.0,10-K,20231231.0,2023.0,FY,,,,,,-43155000.0,34722000.0,,,354831000.0,422025000.0,0.0978550352139469,0.0822747467567087,,,0.1893690235633301,,,True,High Risk,
0001628908-24-000017,1628908,"EVOLENT HEALTH, INC.",US,VA,ARLINGTON,2024-02-22 18:10:00.0,10-K,20231231.0,2023.0,FY,390000.0,446749000.0,111198000.0,,91000000.0,-11553000.0,-37601000.0,382432000.0,9606000.0,-606154000.0,2680308000.0,0.0620320908547992,-0.01402861163717,-0.0140306531767016,1145.5102564102565,-5.42182679649066,-0.098320747217806,0.1426821096679933,True,High Risk,
0001630472-24-000006,1630472,"TPG RE FINANCE TRUST, INC.",US,CA,SAN FRANCISCO,2024-02-20 16:12:00.0,10-K,20231231.0,2023.0,FY,,,,,,100496000.0,138550000.0,,,77000.0,2601084000.0,1799.3506493506493,0.053266253608111,,,33779.31168831169,,,True,High Risk,
0001631569-24-000024,1631569,COMMUNITY HEALTHCARE TRUST INC,US,TN,FRANKLIN,2024-02-13 17:02:00.0,10-K,20231231.0,2023.0,FY,,,,625136000.0,9000000.0,61383000.0,22019000.0,97679000.0,7200000.0,496814000.0,876425000.0,0.0443204096502916,0.0251236557606184,,,0.764090786491524,0.2254220456802383,0.1114516359072367,True,High Risk,
0001631596-24-000008,1631596,KKR REAL ESTATE FINANCE TRUST INC.,US,NY,NEW YORK,2024-02-06 16:41:00.0,10-K,20231231.0,2023.0,FY,,,,,67000.0,155715000.0,-30851000.0,,7800000.0,1571538000.0,2291592000.0,-0.0196310875079062,-0.0134626931844761,,,0.4581842755313584,,,True,High Risk,
0001632127-24-000027,1632127,"CABLE ONE, INC.",US,AZ,PHOENIX,2024-02-22 18:01:00.0,10-K,20231231.0,2023.0,FY,45025000.0,,,,83900000.0,704341000.0,267436000.0,,3040000.0,578154000.0,1837192000.0,0.4625687965490163,0.1455678012967615,0.1492249327211136,,2.177686222010053,,,True,High Risk,
0001632790-24-000022,1632790,"ENERGIZER HOLDINGS, INC.",US,MO,SAINT LOUIS,2024-02-06 12:52:00.0,10-Q,20231231.0,2024.0,Q1,374600000.0,376400000.0,,718500000.0,16000000.0,178100000.0,1900000.0,,,718500000.0,4509600000.0,0.0026443980514961,0.000421323398971,0.000459492140266,1.004805125467165,5.276409185803757,,,True,High Risk,
0001633917-24-000024,1633917,"PAYPAL HOLDINGS, INC.",US,CA,SAN JOSE,2024-02-07 19:35:00.0,10-K,20231231.0,2023.0,FY,139000000.0,963000000.0,4868000000.0,,471000000.0,5797000000.0,2419000000.0,27518000000.0,1315000000.0,21051000000.0,82166000000.0,0.1149114056339366,0.0294404011391573,0.0294902897826325,6.928057553956834,2.90318749703102,0.0879060978268769,0.3349073826156804,True,High Risk,
0001634997-24-000031,1634997,"AVANGRID, INC.",US,CT,ORANGE,2024-02-22 16:07:00.0,10-K,20231231.0,2023.0,FY,2000000.0,1737000000.0,,17701000000.0,15000000.0,-742000000.0,786000000.0,6781000000.0,15000000.0,19380000000.0,25085000000.0,0.0405572755417956,0.0313334662148694,0.0313359645975361,868.5,0.29437564499484,0.1159121073587966,0.270320908909707,False,Low Risk,
0001635282-24-000030,1635282,"RIMINI STREET, INC.",US,NV,LAS VEGAS,2024-02-28 07:01:00.0,10-K,20231231.0,2023.0,FY,8040000.0,119430000.0,,,,12467000.0,75219000.0,194290000.0,9710000.0,-301008000.0,393796000.0,-0.2498903683623026,0.1910100661256082,0.1949911342921432,14.8544776119403,-2.308257587838197,0.3871480776159349,0.4933772816382086,True,High Risk,
0001635984-24-000010,1635984,"NATIONAL WESTERN LIFE GROUP, INC.",US,TX,AUSTIN,2024-02-29 17:02:00.0,10-K,20231231.0,2023.0,FY,,,,,,-87000.0,26794000.0,116779000.0,5800000.0,395421000.0,490071000.0,0.0677606905045508,0.0546737105439824,,,0.2393651323526064,0.2294419373346235,0.2382899620667209,True,High Risk,
0001636222-24-000011,1636222,WINGSTOP INC.,US,TX,ADDISON,2024-02-21 16:53:00.0,10-K,20231231.0,2023.0,FY,4725000.0,5311000.0,,,2700000.0,121601000.0,70175000.0,157138000.0,15600000.0,-457366000.0,377825000.0,-0.1534329180568734,0.1857341361741547,0.1880863039399624,1.124021164021164,-1.8260889528299,0.4465819852613626,0.4159015417190498,True,High Risk,
0001636282-24-000005,1636282,"SPYRE THERAPEUTICS, INC.",US,MA,WALTHAM,2024-02-29 16:07:00.0,10-K,20231231.0,2023.0,FY,,,,763191000.0,,-53716000.0,-83815000.0,,4520000.0,50305000.0,341859000.0,-1.666136566941656,-0.2451741799981864,,,5.795726070967101,,,True,High Risk,
0001636422-24-000016,1636422,"HEALTH CATALYST, INC.",US,UT,SOUTH JORDAN,2024-02-22 17:28:00.0,10-K,20231231.0,2023.0,FY,4424000.0,47970000.0,,,37200000.0,-35270000.0,-137403000.0,,10110000.0,522098000.0,752286000.0,-0.2631747296484568,-0.1826472910568587,-0.1837277465628685,10.843128390596744,0.4408904075480082,,,True,High Risk,
0001636519-24-000003,1636519,MADISON SQUARE GARDEN SPORTS CORP.,US,NY,NEW YORK,2024-02-06 16:18:00.0,10-Q,20231231.0,2024.0,Q2,5615000.0,40139000.0,,11471000.0,0.0,31577000.0,14224000.0,353694000.0,11619000.0,,1368449000.0,,0.0103942492559094,0.0104370745079738,7.148530721282279,,0.0402155535575949,0.2584634136895127,True,High Risk,
0001637207-24-000020,1637207,"PLANET FITNESS, INC.",US,NH,HAMPTON,2024-02-29 16:07:00.0,10-K,20231231.0,2023.0,FY,20578000.0,2916000.0,66993000.0,575631000.0,0.0,240207000.0,42774000.0,,795000.0,-199012000.0,2969693000.0,-0.2149317629087693,0.0144035090495886,0.0145040122206153,0.1417047332102245,-15.922180572025807,,,True,High Risk,
0001637459-24-000018,1637459,KRAFT HEINZ CO,US,PA,PITTSBURGH,2024-02-15 07:41:00.0,10-K,20231231.0,2023.0,FY,,2120000000.0,,,239000000.0,2469000000.0,2855000000.0,,197000000.0,-30000000.0,90339000000.0,-95.16666666666669,0.0316031835641306,,,-3012.3,,,True,High Risk,
0001637757-24-000003,1637757,CLEARWAY ENERGY LLC,US,NJ,PRINCETON,2024-02-22 16:41:00.0,10-K,20231231.0,2023.0,FY,55000000.0,153000000.0,,,143000000.0,0.0,49000000.0,420000000.0,,,1223000000.0,,0.0400654129190515,0.0419520547945205,2.7818181818181817,,0.1166666666666666,0.3434178250204415,True,High Risk,
0001638833-24-000029,1638833,"SURGERY PARTNERS, INC.",US,TN,BRENTWOOD,2024-02-26 16:45:00.0,10-K,20231231.0,2023.0,FY,151600000.0,496400000.0,,,7600000.0,158800000.0,-54600000.0,,17400000.0,1987200000.0,6682100000.0,-0.027475845410628,-0.0081710839406773,-0.008360768700712,3.2744063324538257,2.362570450885668,,,True,High Risk,
0001639825-24-000010,1639825,"PELOTON INTERACTIVE, INC.",US,NY,NEW YORK,2024-02-01 16:16:00.0,10-Q,20231231.0,2024.0,Q2,,97200000.0,10000000.0,,,-291300000.0,-743900000.0,,22700000.0,21100000.0,2769100000.0,-35.25592417061611,-0.2686432414864035,,,130.23696682464455,,,True,High Risk,
0001640334-24-000228,1951051,JAAG ENTERPRISES LTD.,CA,AB,CALGARY,2024-02-13 16:44:00.0,10-Q,20231231.0,2024.0,Q2,,,,,,-47209.0,0.0,1401.0,,104343.0,2138.0,0.0,0.0,,,-0.9795098856655452,0.0,0.6552853133769878,True,High Risk,
0001640334-24-000238,1172069,"P2 SOLAR, INC.",CA,BC,SURREY,2024-02-14 15:57:00.0,10-Q,20231231.0,2024.0,Q3,,0.0,,,,-54142.0,-51409.0,154234.0,,6542783.0,43811.0,-0.0078573597809983,-1.1734267649677022,,,-0.9933039197540252,-0.3333182048056848,3.520440072128004,True,High Risk,
0001640334-24-000245,1506929,"VERDE RESOURCES, INC.",US,MO,ST. LOUIS,2024-02-15 06:30:00.0,10-K/A,20230630.0,2023.0,FY,18211.0,,,,,-1595961.0,0.0,38169.0,519671.0,810742.0,31903365.0,0.0,0.0,0.0,,38.35082307318481,0.0,0.0011963941734672,True,High Risk,
0001640334-24-000290,1506929,"VERDE RESOURCES, INC.",US,MO,ST. LOUIS,2024-02-21 12:06:00.0,10-Q,20231231.0,2024.0,Q2,73171.0,,,,,-990787.0,0.0,554.0,44274.0,1176200.0,30193609.0,0.0,0.0,0.0,,24.67047185852746,0.0,1.8348253764563224e-05,True,High Risk,
0001642545-24-000063,1642545,"SHOCKWAVE MEDICAL, INC.",US,CA,SANTA CLARA,2024-02-26 16:07:00.0,10-K,20231231.0,2023.0,FY,8868000.0,71366000.0,91696000.0,557882000.0,,196053000.0,215996000.0,,8821000.0,-202000.0,646089000.0,-1069.2871287128712,0.3343130745145019,0.3389656022008063,8.047586829048264,-3199.460396039604,,,True,High Risk,
0001644378-24-000009,1644378,RMR GROUP INC.,US,MA,NEWTON,2024-02-07 17:11:00.0,10-Q,20231231.0,2024.0,Q1,,,,116598000.0,,28100000.0,6997000.0,,561000.0,240967000.0,625443000.0,0.0290371710649176,0.011187270462696,,,1.595554578012757,,,True,High Risk,
0001647088-24-000030,1647088,WILLSCOT MOBILE MINI HOLDINGS CORP.,US,AZ,PHOENIX,2024-02-20 17:02:00.0,10-K,20231231.0,2023.0,FY,86123000.0,409766000.0,109542000.0,,25800000.0,539902000.0,160000000.0,396781000.0,39000.0,-52768000.0,5827651000.0,-3.032140691328077,0.0274553160441488,0.0278671461673617,4.757916003854952,-111.43911082474229,0.4032451150634733,0.0680859234707088,True,High Risk,
0001647639-24-000009,1647639,"UPSTART HOLDINGS, INC.",US,CA,SAN MATEO,2024-02-15 16:16:00.0,10-K,20231231.0,2023.0,FY,,,,,,-674681000.0,135443000.0,842444000.0,11354000.0,672435000.0,496144000.0,0.2014216987515522,0.2729913089748138,,,-0.2621680905961171,0.1607738912022639,1.6979828436905415,True,High Risk,
0001649749-24-000063,1649749,FB FINANCIAL CORP,US,TN,NASHVILLE,2024-02-27 15:32:00.0,10-K,20231231.0,2023.0,FY,,,,864258000.0,3659000.0,47817000.0,120224000.0,,,1325425000.0,12847756000.0,0.0907059999622762,0.0093575874261622,,,8.693310447592282,,,True,High Risk,
0001650132-24-000045,1650132,"FOUR CORNERS PROPERTY TRUST, INC.",US,CA,MILL VALLEY,2024-02-15 17:16:00.0,10-K,20231231.0,2023.0,FY,,,,,694000.0,122416000.0,97772000.0,30725000.0,,,22498000.0,,4.3458085163125615,,,,3.1821643612693244,1.3656769490621388,True,High Risk,
0001650164-24-000084,1650164,"TOAST, INC.",US,MA,BOSTON,2024-02-27 16:05:00.0,10-K,20231231.0,2023.0,FY,30000000.0,69000000.0,45000000.0,,,2000000.0,-487000000.0,,33000000.0,1000000.0,1958000000.0,-487.0,-0.2487231869254341,-0.2525933609958506,2.3,1957.0,,,True,High Risk,
0001650372-24-000010,1650372,ATLASSIAN CORP,US,CA,SAN FRANCISCO,2024-02-02 16:13:00.0,10-Q,20231231.0,2024.0,Q2,160469000.0,477678000.0,410377000.0,,2712000.0,242967000.0,-92415000.0,,39734000.0,3130631000.0,4449498000.0,-0.0295196080279023,-0.020769758745818,-0.0215468349596144,2.976761866778007,0.4212783301513337,,,True,High Risk,
0001650664-24-000008,1650664,"EDITAS MEDICINE, INC.",US,MA,CAMBRIDGE,2024-02-28 16:14:00.0,10-K,20231231.0,2023.0,FY,8269000.0,,34563000.0,1580241000.0,,-177349000.0,-192502000.0,,5100000.0,1442405000.0,514321000.0,-0.1334590492961408,-0.3742837644194968,-0.3803996427244631,,-0.6434281633799106,,,True,High Risk,
0001650729-24-000004,1650729,"SITEONE LANDSCAPE SUPPLY, INC.",US,GA,ROSWELL,2024-02-22 06:02:00.0,10-K,20231231.0,2023.0,FY,270800000.0,490600000.0,110000000.0,,62600000.0,0.0,238400000.0,,6400000.0,562300000.0,2828900000.0,0.4239729681664592,0.0842730389904203,0.0931941675462257,1.811669128508124,4.030944335763827,,,True,High Risk,
0001651562-24-000012,1651562,"COURSERA, INC.",US,CA,MOUNTAIN VIEW,2024-02-22 16:11:00.0,10-K,20231231.0,2023.0,FY,,67418000.0,,,2638000.0,1746000.0,-175357000.0,,0.0,741513000.0,920533000.0,-0.2364854021439947,-0.1904950718768365,,,0.2414253020513463,,,True,High Risk,
0001651944-24-000014,1651944,"DERMTECH, INC.",US,CA,SAN DIEGO,2024-02-29 16:54:00.0,10-K,20231231.0,2023.0,FY,1484000.0,2584000.0,2017000.0,456171000.0,,-76979000.0,-116683000.0,,5391000.0,-124000.0,121930000.0,940.991935483871,-0.9569671122775364,-0.9687577835710608,1.7412398921832883,-984.3064516129032,,,True,High Risk,
0001653477-24-000009,1653477,INGEVITY CORP,US,SC,NORTH CHARLESTON,2024-02-22 16:17:00.0,10-K,20231231.0,2023.0,FY,158400000.0,,72300000.0,,10100000.0,205100000.0,211600000.0,,13900000.0,-46800000.0,2623300000.0,-4.521367521367521,0.0806617619029466,0.0858452675564931,,-57.0534188034188,,,True,High Risk,
0001653653-24-000004,1653653,"RED ROCK RESORTS, INC.",US,NV,LAS VEGAS,2024-02-21 14:28:00.0,10-K,20231231.0,2023.0,FY,25353000.0,,234718000.0,,1579000.0,609963000.0,176004000.0,7169000.0,402000.0,43784000.0,2685830000.0,4.0198245934587975,0.0655305808632713,0.066155054150064,,60.34272793714599,24.550704421816157,0.002669193508152,True,High Risk,
0001654151-24-000004,1654151,"DECIPHERA PHARMACEUTICALS, INC.",US,MA,WALTHAM,2024-02-07 07:12:00.0,10-K,20231231.0,2023.0,FY,26476000.0,22429000.0,,1777839000.0,,-240824000.0,-299964000.0,,9047000.0,1777839000.0,454039000.0,-0.168723939569331,-0.6606569039223503,-0.7015667866489851,0.8471445837739839,-0.7446118574291598,,,True,High Risk,
0001654954-24-001327,1474835,INTELLIPHARMACEUTICS INTERNATIONAL INC.,CA,ON,TORONTO,2024-02-05 21:26:00.0,20-F/A,20221130.0,2023.0,FY,3764692.0,0.0,2272610.0,,,112108.0,-5145155.0,16978.0,0.0,-3692221.0,1432032.0,1.393512197671808,-3.592905046814596,2.205702931417352,0.0,-1.3878511064207697,-303.04835669690186,0.0118558803155236,True,High Risk,
0001654954-24-001495,889971,LIGHTPATH TECHNOLOGIES INC,US,FL,ORLANDO,2024-02-08 16:10:00.0,10-Q,20231231.0,2024.0,Q2,2574135.0,4708156.0,1990114.0,,281271.0,-751726.0,-2074761.0,986683.0,587246.0,35952525.0,53536184.0,-0.0577083528903741,-0.038754368447329,-0.0407118834644972,1.8290245072616629,0.4890799464015392,-2.102763501550143,0.0184302078758545,True,High Risk,
0001654954-24-001540,1540159,"EDESA BIOTECH, INC.",CA,ON,MARKHAM,2024-02-09 16:47:00.0,10-Q,20231231.0,2024.0,Q1,,,,,30000.0,-1791095.0,-1678451.0,,,-215220.0,7831790.0,7.798768701793514,-0.2143125645605921,,,-37.38969426633213,,,True,High Risk,
0001654954-24-001654,1288750,TIMBERLINE RESOURCES CORP,US,ID,COEUR D'ALENE,2024-02-13 13:27:00.0,10-Q,20231231.0,2024.0,Q1,93775.0,,6245.0,,,-168731.0,0.0,,,89955640.0,14795875.0,0.0,0.0,0.0,,-0.835520318681519,,,True,High Risk,
0001654954-24-001789,911216,PALATIN TECHNOLOGIES INC,US,NJ,CRANBURY,2024-02-14 16:17:00.0,10-Q,20231231.0,2024.0,Q2,1593476.0,2346163.0,5614247.0,5619090.0,,-18257265.0,0.0,4140090.0,,119466.0,13554753.0,0.0,0.0,0.0,1.4723554041604645,112.46117723871228,0.0,0.3054345586378446,True,High Risk,
0001654954-24-001790,1074828,"KNOW LABS, INC.",US,WA,SEATTLE,2024-02-14 16:18:00.0,10-Q,20231231.0,2024.0,Q1,,,95952.0,,,-2917417.0,0.0,,744640.0,1225889.0,8265897.0,0.0,0.0,,,5.742777690312908,,,True,High Risk,
0001654954-24-001793,725363,CEL SCI CORP,US,VA,VIENNA,2024-02-14 16:31:00.0,10-Q,20231231.0,2024.0,Q1,2009786.0,,985657.0,,10000.0,-4887928.0,-7853509.0,,218000.0,-462750602.0,30528250.0,0.0169713641993273,-0.2572538222793642,-0.2753833095639372,,-1.0659712810054864,,,True,High Risk,
0001654954-24-001834,1014763,"AINOS, INC.",US,CA,SAN DIEGO,2024-02-15 14:02:00.0,10-Q/A,20230930.0,2023.0,Q3,,201546.0,,,,-2420637.0,-7821756.0,102208.0,,30395337.0,33859785.0,-0.2573340772632328,-0.2310043020060523,,,0.1139795883822574,-76.52782561051973,0.0030185661249768,True,High Risk,
0001654954-24-001845,1796949,"HEALTHCARE BUSINESS RESOURCES, INC.",US,UT,TOOELE,2024-02-15 15:33:00.0,10-Q,20231231.0,2024.0,Q2,108953.0,,9877.0,,6837.0,-255648.0,-196805.0,,,780189.0,952281.0,-0.2522529797267072,-0.206666939695321,-0.2333670884875161,,0.220577321648985,,,True,High Risk,
0001654954-24-001941,1374567,"LUVU BRANDS, INC.",US,GA,ATLANTA,2024-02-20 11:08:00.0,10-Q,20231231.0,2024.0,Q2,2114000.0,1277000.0,788000.0,,,370000.0,695000.0,5287000.0,,765000.0,10611000.0,0.9084967320261438,0.0654980680425973,0.0817935742026597,0.6040681173131505,12.870588235294118,0.1314545110648761,0.4982565262463481,True,High Risk,
0001654954-24-001969,1082733,"VISIUM TECHNOLOGIES, INC.",US,FL,FORT LAUDERDALE,2024-02-20 16:16:00.0,10-Q,20231231.0,2024.0,Q2,,,,,,-267208.0,-1208308.0,0.0,,53749386.0,9982.0,-0.0224804056366336,-121.04868763774796,,,-0.9998142862506374,,0.0,True,High Risk,
0001654954-24-002099,1846235,INTERNATIONAL MEDIA ACQUISITION CORP.,US,NJ,NORTH BRUNSWICK,2024-02-23 12:04:00.0,10-Q,20230930.0,2024.0,Q2,,,,,,-867305.0,322616.0,,0.0,0.0,21379890.0,,0.0150896941003906,,,,,,True,High Risk,
0001654954-24-002404,1175596,AMARC RESOURCES LTD,CA,BC,VANCOUVER,2024-02-29 14:45:00.0,6-K,20231231.0,2024.0,Q3,,,,,,,635392.0,,,,5877439.0,,0.1081069493022386,,,,,,True,High Risk,
0001654954-24-002411,701288,ATRION CORP,US,TX,ALLEN,2024-02-29 16:07:00.0,10-K,20231231.0,2023.0,FY,6628.0,23029.0,5887000.0,,117000.0,20006.0,35008000.0,6332000.0,1531.0,239541.0,260825.0,146.14617121912323,134.22026262819898,137.719957355909,3.474502112251056,0.0888532652030341,5.528742893240683,24.27681395571744,False,Low Risk,
0001654954-24-002423,829323,"INUVO, INC.",US,AR,LITTLE ROCK,2024-02-29 16:57:00.0,10-K,20231231.0,2023.0,FY,8044802.0,9226956.0,7926479.0,,0.0,-5573991.0,-13106539.0,,,-143951019.0,35557310.0,0.0910486017469595,-0.3686032211098083,-0.4763847410784942,1.1469463139055505,-1.2470097832374496,,,True,High Risk,
0001655759-24-000018,1655759,"ARVINAS, INC.",US,CT,NEW HAVEN,2024-02-27 16:47:00.0,10-K,20231231.0,2023.0,FY,17800000.0,1000000.0,,,,-273500000.0,-10600000.0,131400000.0,75500000.0,660000000.0,1304600000.0,-0.016060606060606,-0.0081250958148091,-0.0082374883431768,0.0561797752808988,0.9766666666666668,-0.0806697108066971,0.1007205273647094,True,High Risk,
0001655888-24-000008,1655888,BLUE OWL CAPITAL CORP,US,NY,NEW YORK,2024-02-21 16:56:00.0,10-K,20231231.0,2023.0,FY,,,,,,217268000.0,624882000.0,,,5937877000.0,13511396000.0,0.1052366022401609,0.0462485149572997,,,1.2754590571680753,,,True,High Risk,
0001656423-24-000007,1037540,BOSTON PROPERTIES INC,US,MA,BOSTON,2024-02-27 15:56:00.0,10-K,20231231.0,2023.0,FY,,,,,,1301520000.0,848947000.0,3108581000.0,50200000.0,6132919000.0,26026149000.0,0.1384246229242551,0.0326190017585775,,,3.2436805377667635,0.2730979183106375,0.1194406825227965,True,High Risk,
0001656472-24-000021,1656472,CRONOS GROUP INC.,CA,ON,TORONTO,2024-02-29 16:16:00.0,10-K,20231231.0,2023.0,FY,2267000.0,23113000.0,22268000.0,,1800000.0,-42835000.0,-73963000.0,,443000.0,1143885000.0,1140085000.0,-0.0646594718874712,-0.064874987391291,-0.0650042449671212,10.195412439347155,-0.0033220122652189,,,True,High Risk,
0001657853-24-000022,1657853,"HERTZ GLOBAL HOLDINGS, INC",US,FL,ESTERO,2024-02-12 17:11:00.0,10-K,20231231.0,2023.0,FY,,,,6326000000.0,88000000.0,2538000000.0,1157000000.0,6985000000.0,10000000.0,2645000000.0,22496000000.0,0.4374291115311909,0.0514313655761024,,,7.505103969754253,0.1656406585540444,0.3104996443812233,True,High Risk,
0001658566-24-000018,1658566,PERMIAN RESOURCES CORP,US,CO,DENVER,2024-02-29 16:08:00.0,10-K,20231231.0,2023.0,FY,51443000.0,,,,,2213499000.0,476306000.0,,3350000.0,6336097000.0,8492592000.0,0.0751734072252997,0.0560848796221459,0.0564266784059847,,0.3403506922321422,,,True,High Risk,
0001659166-24-000046,1659166,FORTIVE CORP,US,WA,EVERETT,2024-02-27 16:48:00.0,10-K,20231231.0,2023.0,FY,,958500000.0,1182700000.0,,321000000.0,1353600000.0,,12600000.0,77400000.0,10318900000.0,16911800000.0,,,,,0.6389150006299121,,0.0007450419233907,True,High Risk,
0001660280-24-000033,1660280,"TENABLE HOLDINGS, INC.",US,MD,COLUMBIA,2024-02-28 16:38:00.0,10-K,20231231.0,2023.0,FY,,187341000.0,,,6400000.0,96765000.0,-46677000.0,,120633000.0,-1351000.0,1606871000.0,34.5499629903775,-0.0290483803615847,,,-1190.3937823834196,,,True,High Risk,
0001662991-24-000052,1662991,SEZZLE INC.,US,MN,MINNEAPOLIS,2024-02-29 16:04:00.0,10-K,20231231.0,2023.0,FY,83020739.0,,10790308.0,,503907.0,8511848.0,7098022.0,17691383.0,10309535.0,563911.0,212645283.0,12.587131657300532,0.0333796353244289,0.0547583179926172,,376.0901489774096,0.4012135173377909,0.083196686756508,True,High Risk,
0001664710-24-000017,1664710,"KEROS THERAPEUTICS, INC.",US,MA,LEXINGTON,2024-02-28 16:06:00.0,10-K,20231231.0,2023.0,FY,5450000.0,143000.0,17918000.0,,,-124508000.0,-58744000.0,,8205000.0,713636000.0,370025000.0,-0.0823164750657197,-0.1587568407540031,-0.1611300829733251,0.0262385321100917,-0.4814933663660465,,,True,High Risk,
0001665918-24-000014,1665918,US FOODS HOLDING CORP.,US,IL,ROSEMONT,2024-02-15 16:46:00.0,10-K,20231231.0,2023.0,FY,1855000000.0,1854000000.0,650000000.0,3663000000.0,55000000.0,0.0,164000000.0,,4000000.0,2901000000.0,4750000000.0,0.0565322302654257,0.0345263157894736,0.0566493955094991,0.9994609164420484,0.6373664253705619,,,True,High Risk,
0001666134-24-000003,1666134,"BLACKLINE, INC.",US,CA,WOODLAND HILLS,2024-02-23 16:07:00.0,10-K,20231231.0,2023.0,FY,8623000.0,171608000.0,,385709000.0,10479000.0,80093000.0,52833000.0,,3300000.0,-324418000.0,1943656000.0,-0.1628547121306462,0.0271822791687417,0.0273034103294362,19.901194479879397,-6.991208872503992,,,True,High Risk,
0001666138-24-000016,1666138,ATKORE INC.,US,IL,HARVEY,2024-01-31 18:04:00.0,10-Q,20231231.0,2024.0,Q1,248261000.0,559854000.0,,490238000.0,14467000.0,158106000.0,138381000.0,,5270000.0,825433000.0,2935009000.0,0.1676465564134218,0.0471484073813743,0.0515050164734467,2.255102492940897,2.555720452174798,,,True,High Risk,
0001666175-24-000020,1666175,FORTIS INC.,CA,NL,ST. JOHN'S,2024-02-09 06:06:00.0,40-F,20231231.0,2023.0,FY,,1759000000.0,,,150000000.0,3545000000.0,,151000000.0,25000000.0,-40000000.0,24269000000.0,,,,,-607.725,,0.0062219292101034,True,High Risk,
0001666700-24-000008,1666700,"DUPONT DE NEMOURS, INC.",US,DE,WILMINGTON,2024-02-15 10:53:00.0,10-K,20231231.0,2023.0,FY,2103000000.0,1513000000.0,951000000.0,,590000000.0,,6467000000.0,,8000000.0,26569000000.0,6180000000.0,0.2434039670292446,1.0464401294498382,1.586215354427275,0.7194484070375654,-0.7673980955248598,,,True,High Risk,
0001667011-24-000010,1667011,"ARTERIS, INC.",US,CA,CAMPBELL,2024-02-20 17:06:00.0,10-K,20231231.0,2023.0,FY,572000.0,7143000.0,,,500000.0,-15729000.0,-36869000.0,,3943000.0,34000.0,115516000.0,-1084.3823529411766,-0.3191679074760206,-0.3207561943207127,12.487762237762238,3396.529411764706,,,True,High Risk,
0001668397-24-000013,1668397,"MEDPACE HOLDINGS, INC.",US,OH,CINCINNATI,2024-02-13 16:02:00.0,10-K,20231231.0,2023.0,FY,400000.0,,210125000.0,770794000.0,3352000.0,388050000.0,245368000.0,,,234984000.0,694000000.0,1.0441902427399312,0.3535561959654179,0.353760092272203,,1.9533925714091167,,,True,High Risk,
0001669162-24-000006,1669162,"KINSALE CAPITAL GROUP, INC.",US,VA,RICHMOND,2024-02-23 16:07:00.0,10-K,20231231.0,2023.0,FY,,,,347015000.0,,859835000.0,308093000.0,1224449000.0,6700000.0,-94617000.0,3772974000.0,-3.2562118858133315,0.0816578645916987,,,-40.87628016107042,0.251617666395252,0.3245315234083246,True,High Risk,
0001670076-24-000021,1670076,"FRONTIER GROUP HOLDINGS, INC.",US,CO,DENVER,2024-02-20 16:08:00.0,10-K,20231231.0,2023.0,FY,89000000.0,93000000.0,,,0.0,-261000000.0,-11000000.0,,15000000.0,122000000.0,4499000000.0,-0.0901639344262295,-0.0024449877750611,-0.0024943310657596,1.0449438202247192,35.877049180327866,,,True,High Risk,
0001670592-24-000007,1670592,"YETI HOLDINGS, INC.",US,TX,AUSTIN,2024-02-26 16:32:00.0,10-K,20231231.0,2023.0,FY,190392000.0,95774000.0,,,5300000.0,146520000.0,169885000.0,,50400000.0,871000.0,1297192000.0,195.0459242250287,0.1309636507163164,0.1534920491507047,0.5030358418420942,1488.313432835821,,,True,High Risk,
