adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Ticker,AvgPrice_2020,AvgPrice_2021,Performance,Accumulated Depreciation/Amortization,AvgPrice_2022,AvgPrice_2023,AvgPrice_2024,Performance Flag
0001232582-22-000038,1232582,ASHFORD HOSPITALITY TRUST INC,US,TX,DALLAS,2022-02-28 16:34:00.0,10-K,20211231.0,2021.0,FY,,,,,,177209000.0,-543876000.0,,7304000.0,-283621000.0,3734383000.0,1.9176154092962088,-0.1456401231475186,,,-14.166807112308328,,,True,High Risk,AHT,,239.3702380952381,Potential Bankruptcy,,77.4776892430279,,,True
0001234006-22-000003,1234006,GLADSTONE COMMERCIAL CORP,US,VA,MCLEAN,2022-02-15 16:03:00.0,10-K,20211231.0,2021.0,FY,,,,,20700000.0,60194000.0,9628000.0,137688000.0,,201303000.0,1097908000.0,0.0478283979871139,0.008769405086765,,,4.454007143460355,0.0699262099819882,0.1254094149965206,True,High Risk,GOOD,,21.37825396825397,High Risk,,19.890677290836653,,,True
0001235468-22-000042,1235468,LIQUIDITY SERVICES INC,US,MD,BETHESDA,2022-02-03 14:54:00.0,10-Q,20211231.0,2022.0,Q1,40611000.0,7797000.0,,252017000.0,800000.0,1871000.0,3602000.0,,1487000.0,-8886000.0,286878000.0,-0.4053567409408057,0.0125558599822921,0.0146264014260944,0.1919923173524414,-33.284267386900744,,,True,High Risk,LQDT,,21.323988095238096,High Risk,,16.61366533864542,,,True
0001251769-22-000006,1251769,"APOLLO ENDOSURGERY, INC.",US,TX,AUSTIN,2022-02-22 16:54:00.0,10-K,20211231.0,2021.0,FY,4584000.0,8218000.0,7357000.0,,1875000.0,-14454000.0,-22611000.0,,,6751000.0,131528000.0,-3.349281587912902,-0.1719101636153518,-0.178117910259642,1.7927574171029668,18.48274329728929,,,True,High Risk,,,,,,,,,
0001255474-22-000008,1255474,WHITING PETROLEUM CORP,US,CO,DENVER,2022-02-23 16:31:00.0,10-K,20211231.0,2021.0,FY,11000000.0,136962000.0,7000000.0,,,82168000.0,,,11000000.0,1189216000.0,-525390000.0,,,,12.45109090909091,-1.4417952667976213,,,True,High Risk,,,,,,,,,
0001258602-22-000024,1258602,NELNET INC,US,NE,LINCOLN,2022-02-28 16:22:00.0,10-K,20211231.0,2021.0,FY,,,,,32800000.0,298915000.0,321948000.0,,300000.0,2632042000.0,3009446000.0,0.1223187167985921,0.1069791582902633,,,0.1433882893965977,,,True,High Risk,NNI,,78.43888888888888,Low Risk,,86.73366533864542,,,False
0001260221-22-000013,1260221,TRANSDIGM GROUP INC,US,OH,CLEVELAND,2022-02-08 16:04:00.0,10-Q,20211231.0,2022.0,Q1,227000000.0,791000000.0,810000000.0,1830000000.0,36000000.0,274000000.0,163000000.0,43000000.0,,1830000000.0,19242000000.0,0.0890710382513661,0.0084710529051034,0.0085721798580068,3.484581497797357,9.514754098360656,3.7906976744186047,0.0022346949381561,True,High Risk,TDG,,617.1286507936508,Low Risk,,604.5258565737051,,,False
0001261654-22-000047,1261654,UNIVERSAL TECHNICAL INSTITUTE INC,US,AZ,PHOENIX,2022-02-04 07:57:00.0,10-Q,20211231.0,2022.0,Q1,11632000.0,17151000.0,11189000.0,142719000.0,,7783000.0,14822000.0,,,68853000.0,512570000.0,0.2152702133530855,0.0289170259671849,0.0295884919890285,1.4744669876203575,6.444410555821824,,,True,High Risk,UTI,,6.525,Low Risk,,7.644780876494024,,,False
0001262039-22-000008,1262039,"FORTINET, INC.",US,CA,SUNNYVALE,2022-02-25 16:15:00.0,10-K,20211231.0,2021.0,FY,141600000.0,807700000.0,149200000.0,1254200000.0,13300000.0,1499700000.0,606800000.0,,193800000.0,781700000.0,5919100000.0,0.7762568760394013,0.1025155851396327,0.1050281263522284,5.7040960451977405,6.572086478188563,,,True,High Risk,FTNT,,50.00992063492063,Low Risk,,56.919123505976096,,,False
0001262463-22-000024,1598308,GLOBAL WHOLEHEALTH PARTNERS CORP,US,CA,SAN CLEMENTE,2022-02-03 17:27:00.0,10-Q,20211231.0,2021.0,Q2,,,4716.0,77061.0,,-424089.0,-185654.0,375.0,,4752739.0,849903.0,-0.0390625279444126,-0.2184413986066645,,,-0.8211761681001208,-495.0773333333333,0.000441226822355,True,High Risk,,,,,,,,,
0001262823-22-000014,1262823,WESTLAKE CORP,US,TX,HOUSTON,2022-02-23 13:19:00.0,10-K,20211231.0,2021.0,FY,879000000.0,1741000000.0,821000000.0,569000000.0,123000000.0,2394000000.0,330000000.0,2039000000.0,31000000.0,-77000000.0,1720000000.0,-4.285714285714286,0.191860465116279,0.3923900118906064,1.9806598407281,-23.337662337662337,0.161844041196665,1.1854651162790697,True,High Risk,WLK,,91.80916666666668,Low Risk,,106.92406374501992,,,False
0001264931-22-000038,1883799,JUPITER WELLNESS ACQUISITION CORP.,US,FL,JUPITER,2022-02-09 17:05:00.0,10-Q,20211231.0,2021.0,Q1,,,3667.0,,,-423350.0,-125577.0,,,91.0,141041158.0,-1379.967032967033,-0.0008903571254002,,,1549901.8351648352,,,True,High Risk,,,,,,,,,
0001264931-22-000044,1857086,DEEP MEDICINE ACQUISITION CORP.,US,FL,PLANTATION,2022-02-14 16:12:00.0,10-Q,20211231.0,2021.0,Q3,,,862.0,,,-597770.0,-135423.0,,,-9395.0,129120909.0,14.414369345396487,-0.001048807672195,,,-13744.577328366153,,,True,High Risk,TRUG,,9.848095238095237,Low Risk,,10.01565737051793,,,False
0001267238-22-000006,1267238,"ASSURANT, INC.",US,NY,NEW YORK,2022-02-22 16:25:00.0,10-K,20211231.0,2021.0,FY,,,,1956800000.0,62200000.0,1342000000.0,1372400000.0,1864400000.0,26500000.0,14700000.0,44649900000.0,93.36054421768708,0.0307369109449293,,,3036.408163265306,0.7361081313022957,0.0417559725777661,True,High Risk,AIZ,,152.93404761904762,Low Risk,,160.2617529880478,,,False
0001272830-22-000040,1272830,VONAGE HOLDINGS CORP,US,NJ,HOLMDEL,2022-02-24 17:08:00.0,10-K,20211231.0,2021.0,FY,17464000.0,116304000.0,158080000.0,1646725000.0,54539000.0,92926000.0,-36212000.0,292003000.0,45242000.0,567062000.0,1388144000.0,-0.0638589783833161,-0.0260866307818209,-0.0264190037061896,6.659642693540999,1.4479580716041631,-0.1240124245298849,0.2103549775815765,True,High Risk,,,,,,,,,
0001273441-22-000007,1273441,GRAN TIERRA ENERGY INC.,CA,AB,CALGARY,2022-02-22 18:19:00.0,10-K,20211231.0,2021.0,FY,,13185000.0,,,,177665000.0,42482000.0,,,302080000.0,1201725000.0,0.1406316207627118,0.0353508498200503,,,2.978168034957627,,,True,High Risk,GTE,,7.037087301587301,Low Risk,,13.099848605577687,,,False
0001273685-22-000028,1273685,NEW YORK MORTGAGE TRUST INC,US,NY,NEW YORK,2022-02-25 17:13:00.0,10-K,20211231.0,2021.0,FY,,,,,200000.0,35101000.0,193200000.0,,900000.0,-136579000.0,861402000.0,-1.414565928876328,0.2242855252251562,,,-7.306987164937508,,,True,High Risk,NYMT,,17.112063492063495,High Risk,,12.203346613545817,,,True
0001273931-22-000039,1273931,MONEYGRAM INTERNATIONAL INC,US,TX,DALLAS,2022-02-25 16:30:00.0,10-K,20211231.0,2021.0,FY,,,,,600000.0,96800000.0,-7900000.0,1083400000.0,,-58400000.0,1269500000.0,0.1352739726027397,-0.0062229224103977,,,-22.738013698630137,-0.0072918589625253,0.8534068530917684,True,High Risk,,,,,,,,,
0001275158-22-000006,1275158,NOODLES & CO,US,CO,BROOMFIELD,2022-02-23 20:14:00.0,10-K,20211231.0,2021.0,FY,6402000.0,3958000.0,11632000.0,,,30060000.0,-23259000.0,,1500000.0,29699000.0,353631000.0,-0.7831576820768376,-0.0657719487262146,-0.0669846124603647,0.6182442986566697,10.907168591535068,,,True,High Risk,NDLS,,11.25460277777778,High Risk,,5.908167330677291,,,True
0001276187-22-000020,1276187,ENERGY TRANSFER LP,US,TX,DALLAS,2022-02-18 12:26:00.0,10-K,20211231.0,2021.0,FY,6834000000.0,3875000000.0,,,308000000.0,7361000000.0,3518000000.0,16989000000.0,,,20332000000.0,,0.1730277395239032,0.2606312046229071,0.5670178519168861,,0.2070751662840661,0.8355793822545741,True,High Risk,ET,,8.908253968253968,Low Risk,,11.06645418326693,,,False
0001279495-22-000008,1279495,BAYTEX ENERGY CORP.,CA,AB,CALGARY,2022-02-24 17:31:00.0,6-K,20211231.0,2021.0,FY,,,,,,,,,,,4834643000.0,,,,,,,,True,High Risk,BTE,,1.834669246031746,Low Risk,,4.75227091633466,,,False
0001281761-22-000016,1281761,REGIONS FINANCIAL CORP,US,AL,BIRMINGHAM,2022-02-24 11:42:00.0,10-K,20211231.0,2021.0,FY,,,,,,2581000000.0,2521000000.0,341000000.0,53000000.0,11000000.0,21041000000.0,229.1818181818182,0.1198136970676298,,,1911.8181818181813,7.392961876832844,0.0162064540658713,True,High Risk,RF,,21.0,Low Risk,,21.736414342629484,,,False
0001282637-22-000006,1282637,NEWMARKET CORP,US,VA,RICHMOND,2022-02-15 10:52:00.0,10-K,20211231.0,2021.0,FY,189937000.0,,85103000.0,,4000000.0,165336000.0,190908000.0,,2000000.0,683098000.0,1752467000.0,0.2794738090288655,0.1089367160694038,0.1221787741675359,,1.565469376282759,,,True,High Risk,NEU,,355.0125,High Risk,,314.4227888446215,,,True
0001282977-22-000005,1282977,GREENHILL & CO INC,US,NY,NEW YORK,2022-02-28 17:04:00.0,10-K,20211231.0,2021.0,FY,,,,937025000.0,,14332000.0,42312000.0,,31100000.0,69093000.0,196603000.0,0.6123919934001998,0.2152154341490211,,,1.84548362352192,,,True,High Risk,,,,,,,,,
0001283140-22-000009,1283140,HOLLY ENERGY PARTNERS LP,US,TX,DALLAS,2022-02-23 15:59:00.0,10-K,20211231.0,2021.0,FY,16463000.0,14543000.0,,,14000000.0,294095000.0,170483000.0,,2600000.0,,294452000.0,,0.5789840109763221,0.613272467615625,0.8833748405515398,,,,True,High Risk,,,,,,,,,
0001283630-22-000031,1283630,AMERICAN CAMPUS COMMUNITIES INC,US,TX,AUSTIN,2022-02-28 10:06:00.0,10-K,20211231.0,2021.0,FY,,,,4472170000.0,3100000.0,370379000.0,72803000.0,890059000.0,18400000.0,3117378000.0,8390000.0,0.0233539211478364,8.67735399284863,,,-0.9973086356547072,0.0817957011838541,106.08569725864125,True,High Risk,,,,,,,,,
0001283699-22-000018,1283699,"T-MOBILE US, INC.",US,WA,BELLEVUE,2022-02-11 16:09:00.0,10-K,20211231.0,2021.0,FY,,4254000000.0,,73292000000.0,1300000000.0,8640000000.0,3024000000.0,,,-332000000.0,206563000000.0,-9.10843373493976,0.0146396014775153,,,-623.1777108433735,,,True,High Risk,TMUS,,130.22853174603176,Low Risk,,133.51884462151392,,,False
0001284812-22-000117,1284812,"COHEN & STEERS, INC.",US,NY,NEW YORK,2022-02-25 15:01:00.0,10-K,20211231.0,2021.0,FY,,,,,,89186000.0,134621000.0,34190000.0,52300000.0,-5886000.0,334000.0,-22.87138973836221,403.0568862275449,,,-1.0567448182127082,3.9374378473237774,102.36526946107784,True,High Risk,CNS,,79.62325396825398,High Risk,,73.11478087649402,,,True
0001286043-22-000024,1286043,KITE REALTY GROUP TRUST,US,IN,INDIANAPOLIS,2022-02-28 16:36:00.0,10-K,20211231.0,2021.0,FY,,,,,,95515000.0,-80806000.0,315173000.0,600000.0,-662735000.0,7639575000.0,0.1219280707975284,-0.0105772899670465,,,-12.527345017239169,-0.2563861752117091,0.0412553054325666,True,High Risk,KRG,,20.21880952380952,Low Risk,,20.485856573705178,,,False
0001288469-22-000029,1288469,MAXLINEAR INC,US,CA,CARLSBAD,2022-02-02 16:17:00.0,10-K,20211231.0,2021.0,FY,32751000.0,67442000.0,105842000.0,602064000.0,5000.0,168233000.0,41969000.0,,22252000.0,657485000.0,1022442000.0,0.0638326349650562,0.0410478051566739,0.0424061651565993,2.0592348325241976,0.555080344038267,,,True,High Risk,MXL,,46.49825396825398,High Risk,,43.32430279721115,,,True
0001288847-22-000017,1288847,"FIVE9, INC.",US,CA,SAN RAMON,2022-02-28 17:13:00.0,10-K,20211231.0,2021.0,FY,17145000.0,48731000.0,20108000.0,,11800000.0,51221000.0,-4552000.0,,20164000.0,211132000.0,1192942000.0,-0.0215599719606691,-0.0038157764585369,-0.0038714165795626,2.842286380869058,4.650218820453556,,,True,High Risk,FIVN,,168.3603968253968,High Risk,,94.26151394422313,,,True
0001289308-22-000012,1289308,ENERSYS,US,PA,READING,2022-02-09 16:15:00.0,10-Q,20211231.0,2022.0,Q3,317585000.0,603581000.0,318959000.0,,25076000.0,-78030000.0,115819000.0,,15817000.0,1539755000.0,3462797000.0,0.0752191095336595,0.0334466617592657,0.0368239088493875,1.9005337153832835,1.2489272644024536,,,True,High Risk,ENS,,87.84547619047618,High Risk,,68.48725099601594,,,True
0001289419-22-000005,1289419,"MORNINGSTAR, INC.",US,IL,CHICAGO,2022-02-25 15:33:00.0,10-K,20211231.0,2021.0,FY,,205100000.0,,671300000.0,36500000.0,334400000.0,,101500000.0,20600000.0,,2696000000.0,,,,,,,0.0376483679525222,True,High Risk,MORN,,262.7204365079365,Low Risk,,249.9130278884462,,,False
0001289848-22-000008,1289848,HURON CONSULTING GROUP INC.,US,IL,CHICAGO,2022-02-24 16:27:00.0,10-K,20211231.0,2021.0,FY,648000.0,122316000.0,14874000.0,413794000.0,17800000.0,17987000.0,62987000.0,871014000.0,25900000.0,551942000.0,34534000.0,0.1141188748093096,1.8239126657786529,1.8587912412205632,188.75925925925927,-0.9374318316054948,0.0723145667004204,25.221926217640583,False,Low Risk,HURN,,51.811706349206354,Low Risk,,60.7124701195219,,,False
0001289945-22-000009,1289945,"SPOK HOLDINGS, INC",US,VA,SPRINGFIELD,2022-02-17 16:12:00.0,10-K,20211231.0,2021.0,FY,,26908000.0,,91780000.0,2500000.0,7968000.0,-10765000.0,,1845000.0,-365000.0,248154000.0,29.493150684931507,-0.0433803202849843,,,-680.8739726027397,,,True,High Risk,SPOK,,10.213849206349208,High Risk,,7.848645418326694,,,True
0001295947-22-000009,1295947,PRESTIGE CONSUMER HEALTHCARE INC.,US,NY,TARRYTOWN,2022-02-03 06:26:00.0,10-Q,20211231.0,2022.0,Q3,40103000.0,134263000.0,,,15628000.0,176520000.0,153295000.0,,1588000.0,-23945000.0,3429273000.0,-6.401962831488828,0.0447018945414961,0.0452308382288288,3.3479540184026133,-144.21457506786385,,,True,High Risk,PBH,,51.20337301587302,Low Risk,,56.3902390438247,,,False
0001296435-22-000026,1296435,NEENAH INC,US,GA,ALPHARETTA,2022-02-18 16:40:00.0,10-K,20211231.0,2021.0,FY,46000000.0,100200000.0,66600000.0,342900000.0,3900000.0,93400000.0,-24900000.0,,4500000.0,328500000.0,1081700000.0,-0.0757990867579908,-0.0230193214384764,-0.0240417109201506,2.178260869565217,2.2928462709284627,,,True,High Risk,,,,,,,,,
0001298675-22-000008,1298675,CUBESMART,US,PA,MALVERN,2022-02-25 17:16:00.0,10-K,20211231.0,2021.0,FY,,,,,0.0,449185000.0,,643915000.0,5800000.0,1832216000.0,31050000.0,,,,,-0.9830533081252428,,20.738003220611915,True,High Risk,CUBE,,45.9715873015873,Low Risk,,45.464541832669326,,,False
0001298946-22-000010,1298946,DIAMONDROCK HOSPITALITY CO,US,MD,BETHESDA,2022-02-22 16:52:00.0,10-K,20211231.0,2021.0,FY,,,,2285491000.0,,-2307000.0,-194584000.0,,2700000.0,1711109000.0,3146773000.0,-0.1137180623794276,-0.0618360460064961,,,0.839025450745686,,,True,High Risk,DRH,,9.468650793650792,Low Risk,,9.226533864541834,,,False
0001299130-22-000030,1299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",US,CA,MENLO PARK,2022-02-28 16:13:00.0,10-K,20211231.0,2021.0,FY,11002000.0,16837000.0,17350000.0,,0.0,-78312000.0,-84134000.0,,17533000.0,790987000.0,413980000.0,-0.1063658441921295,-0.2032320401951785,-0.2087806282228806,1.5303581167060534,-0.4766285665883257,,,True,High Risk,PACB,,29.39710317460317,Potential Bankruptcy,,7.970298804780877,,,True
0001300514-22-000007,1300514,LAS VEGAS SANDS CORP,US,NV,LAS VEGAS,2022-02-04 16:30:00.0,10-K,20211231.0,2021.0,FY,89000000.0,202000000.0,,,18000000.0,,-1685000000.0,-116000000.0,27000000.0,1996000000.0,20059000000.0,-0.844188376753507,-0.0840021935290891,-0.0843765648472709,2.269662921348315,9.049599198396791,14.525862068965518,-0.0057829403260381,True,High Risk,LVS,,49.26166666666667,High Risk,,38.941075697211154,,,True
0001301787-22-000006,1301787,BLUELINX HOLDINGS INC.,US,GA,MARIETTA,2022-02-22 16:23:00.0,10-K,20211231.0,2021.0,FY,165163000.0,,,268085000.0,5300000.0,145023000.0,296133000.0,,,268085000.0,1048130000.0,1.1046235335807673,0.2825346092564854,0.3353839950983445,,2.909692821306676,,,True,High Risk,BXC,,51.67527777777777,Low Risk,,74.26888446215139,,,False
0001302215-22-000007,1302215,"HOULIHAN LOKEY, INC.",US,CA,LOS ANGELES,2022-02-08 16:42:00.0,10-Q,20211231.0,2022.0,Q3,,,,,15454000.0,307184000.0,12100000.0,,46779000.0,,1338514000.0,,0.009039875563498,,,,,,True,High Risk,HLI,,83.8072619047619,Low Risk,,89.30749003984064,,,False
0001303313-22-000006,1303313,"LHC GROUP, INC",US,LA,LAFAYETTE,2022-02-24 16:38:00.0,10-K,20211231.0,2021.0,FY,,301209000.0,,979642000.0,581000.0,529247000.0,,,,1528770000.0,1741044000.0,,,,,0.1388528032339724,,,True,High Risk,,,,,,,,,
0001304280-22-000010,1304280,NOVELIS INC.,US,GA,ATLANTA,2022-02-07 12:09:00.0,10-Q,20211231.0,2022.0,Q3,38000000.0,,727000000.0,1304000000.0,,570000000.0,176000000.0,481000000.0,30000000.0,2491000000.0,697000000.0,0.0706543556804496,0.2525107604017216,0.267071320182094,,-0.7201926936973103,0.3659043659043659,0.6901004304160688,True,High Risk,,,,,,,,,
0001304492-22-000007,1304492,ANTERIX INC.,US,NJ,WOODLAND PARK,2022-02-03 16:23:00.0,10-Q/A,20210930.0,2022.0,Q2,,0.0,,,,-14741000.0,-13741000.0,182000.0,10200000.0,2000.0,253055000.0,-6870.5,-0.0543004485190966,,,126526.5,-75.5,0.0007192112386635,True,High Risk,ATEX,,52.79400793650794,High Risk,,44.63816733067729,,,True
0001304492-22-000010,1304492,ANTERIX INC.,US,NJ,WOODLAND PARK,2022-02-03 17:00:00.0,10-Q,20211231.0,2022.0,Q3,,4000.0,,,,-20669000.0,-26502000.0,193000.0,13245000.0,245066000.0,253055000.0,-0.1081422963609803,-0.1047282211376973,,,0.0325993813911354,-137.3160621761658,0.0007626800497915,True,High Risk,ATEX,,52.79400793650794,High Risk,,44.63816733067729,,,True
0001305168-22-000027,1305168,"ARC DOCUMENT SOLUTIONS, INC.",US,CA,SAN RAMON,2022-02-24 17:02:00.0,10-K,20211231.0,2021.0,FY,22753000.0,39441000.0,17783000.0,127755000.0,199000.0,35775000.0,9143000.0,267159000.0,,152427000.0,345438000.0,0.0599828114441667,0.0264678466179169,0.0283341339076808,1.7334417439458534,1.26625204196107,0.0342230656650159,0.773392041408299,False,Low Risk,,,,,,,,,
0001306830-22-000017,1306830,CELANESE CORP,US,TX,IRVING,2022-02-10 16:44:00.0,10-K,20211231.0,2021.0,FY,1160000000.0,1161000000.0,,,2000000.0,1757000000.0,1890000000.0,726000000.0,,333000000.0,11975000000.0,5.675675675675675,0.1578288100208768,0.174757281553398,1.0008620689655172,34.96096096096096,2.603305785123967,0.0606263048016701,True,High Risk,CE,,153.43031746031744,High Risk,,126.07402390438249,,,True
0001307748-22-000021,1307748,INVENTRUST PROPERTIES CORP.,US,IL,DOWNERS GROVE,2022-02-15 16:59:00.0,10-K,20211231.0,2021.0,FY,,,,,24601000.0,94155000.0,-10174000.0,197833000.0,4449000.0,-3750884000.0,2212415000.0,0.0027124272571479,-0.0045985947482728,,,-1.58983828878739,-0.0514272138621969,0.0894194805224155,True,High Risk,IVT,,54.745697674418594,Potential Bankruptcy,,26.70605577689243,,,True
0001308411-22-000003,1083922,"AURASOURCE, INC.",US,AZ,CHANDLER,2022-02-11 16:53:00.0,10-Q,20211231.0,2022.0,Q3,117972.0,,,,,-23993.0,,0.0,40600.0,-5594018.0,32792.0,,,,,-1.0058619761323613,,0.0,True,High Risk,,,,,,,,,
0001309402-22-000008,1309402,GREEN PLAINS INC.,US,NE,OMAHA,2022-02-18 11:40:00.0,10-K,20211231.0,2021.0,FY,140058000.0,119961000.0,2400000.0,,5700000.0,-9532000.0,-166860000.0,2827168000.0,6100000.0,950500000.0,-20045000.0,-0.1755497106785902,8.324270391618857,1.0422040811227773,0.8565094460866213,-1.0210889005786428,-0.059020192645078,-141.0410576203542,True,High Risk,GPRE,,31.15305555555556,Low Risk,,31.832988047808765,,,False
0001312109-22-000051,1312109,SILVERGATE CAPITAL CORP,US,CA,LA JOLLA,2022-02-28 17:26:00.0,10-K,20211231.0,2021.0,FY,,,,,,79758000.0,78528000.0,,1900000.0,294299000.0,1625373000.0,0.2668306722075168,0.0483138331939807,,,4.522862802795796,,,True,High Risk,,,,,,,,,
0001314727-22-000010,1314727,SONOS INC,US,CA,SANTA BARBARA,2022-02-09 18:10:00.0,10-Q,20211231.0,2022.0,Q1,214996000.0,178257000.0,108029000.0,,,214513000.0,132292000.0,,214000.0,114000.0,1138804000.0,1160.4561403508771,0.1161674879961784,0.1432029166233676,0.8291177510279261,9988.508771929824,,,True,High Risk,SONO,,34.74922619047619,High Risk,,20.71525896414343,,,True
0001315098-22-000058,1315098,ROBLOX CORP,US,CA,SAN MATEO,2022-02-25 16:13:00.0,10-K,20211231.0,2021.0,FY,64395000.0,246986000.0,65392000.0,239792000.0,0.0,524340000.0,-253254000.0,357656000.0,219851000.0,584817000.0,1847800000.0,-0.4330482869000046,-0.1370570408052819,-0.1420058820066109,3.835484121438,2.1596208728542434,-0.7080938108126245,0.193557744344626,True,High Risk,RBLX,,85.24565217391306,Potential Bankruptcy,,42.56402390438247,,,True
0001317630-22-000003,1317630,ITC HOLDINGS CORP.,US,MI,NOVI,2022-02-11 06:38:00.0,10-K,20211231.0,2021.0,FY,130000000.0,102000000.0,,,3000000.0,-64000000.0,406000000.0,-31000000.0,23000000.0,4000000.0,6134000000.0,101.5,0.0661884577763286,0.0676215856095936,0.7846153846153846,1532.5,-13.096774193548388,-0.005053798500163,True,High Risk,,,,,,,,,
0001319161-22-000008,1319161,WARNER MUSIC GROUP CORP.,US,NY,NEW YORK,2022-02-08 07:44:00.0,10-Q,20211231.0,2022.0,Q1,274000000.0,839000000.0,461000000.0,1942000000.0,33000000.0,169000000.0,79000000.0,,,31000000.0,8015000000.0,2.548387096774193,0.0098565190268247,0.0102053998191448,3.062043795620438,257.5483870967742,,,True,High Risk,WMG,,38.69218253968254,High Risk,,31.06605577689243,,,True
0001320461-22-000038,1320461,COOPER-STANDARD HOLDINGS INC.,US,MI,NORTHVILLE,2022-02-18 16:04:00.0,10-K,20211231.0,2021.0,FY,348133000.0,317469000.0,101466000.0,498719000.0,11611000.0,-115510000.0,67529000.0,34688000.0,4201000.0,607110000.0,2025093000.0,0.1112302548137899,0.0333461228694188,0.0402687005056769,0.9119187207188058,2.3356278104462125,1.9467539206642064,0.0171290898738971,True,High Risk,CPS,,28.84654761904762,Potential Bankruptcy,,9.05593625498008,,,True
0001320695-22-000009,1320695,"TREEHOUSE FOODS, INC.",US,IL,OAK BROOK,2022-02-15 16:22:00.0,10-K,20211231.0,2021.0,FY,786000000.0,357300000.0,340600000.0,2187400000.0,74100000.0,324900000.0,13800000.0,,15600000.0,-91700000.0,5485700000.0,-0.1504907306434024,0.0025156315511238,0.0029363576398493,0.4545801526717557,-60.82224645583424,,,True,High Risk,THS,,43.98309523809524,High Risk,,41.73964143426296,,,True
0001321646-22-000003,1321646,KRATON CORP,US,TX,HOUSTON,2022-02-24 16:54:00.0,10-K,20211231.0,2021.0,FY,176229000.0,,,401445000.0,43000000.0,234940000.0,170226000.0,,0.0,604363000.0,1394696000.0,0.2816618489219227,0.1220524042515358,0.1397050556149653,,1.3077124178680697,,,True,High Risk,,,,,,,,,
0001321732-22-000017,1321732,PENUMBRA INC,US,CA,ALAMEDA,2022-02-22 16:47:00.0,10-K,20211231.0,2021.0,FY,14109000.0,133940000.0,99796000.0,,1067000.0,26652000.0,48458000.0,292629000.0,25541000.0,1894000.0,1244250000.0,25.585005279831044,0.038945549527828,0.0393922322725606,9.493231270820043,655.9429778247096,0.1655953442755161,0.2351850512356841,True,High Risk,PEN,,266.120873015873,High Risk,,184.06398406374504,,,True
0001323885-22-000011,1323885,"ATRICURE, INC.",US,OH,MASON,2022-02-17 15:27:00.0,10-K,20211231.0,2021.0,FY,12736000.0,33021000.0,27984000.0,742389000.0,1943000.0,-13780000.0,-48155000.0,,917000.0,40000.0,615312000.0,-1203.875,-0.0782611098109577,-0.0799152306099147,2.592729271356784,15381.8,,,True,High Risk,ATRC,,71.0856746031746,High Risk,,49.85545816733068,,,True
0001324404-22-000008,1324404,"CF INDUSTRIES HOLDINGS, INC.",US,IL,DEERFIELD,2022-02-24 17:01:00.0,10-K,20211231.0,2021.0,FY,110000000.0,,,,8000000.0,1231000000.0,,455000000.0,26000000.0,3206000000.0,12023000000.0,,,,,2.7501559575795382,,0.0378441320801796,True,High Risk,CF,,51.73198412698413,Low Risk,,94.30916334661354,,,False
0001324424-22-000009,1324424,"EXPEDIA GROUP, INC.",US,WA,SEATTLE,2022-02-10 17:40:00.0,10-K,20211231.0,2021.0,FY,,1264000000.0,979000000.0,14229000000.0,0.0,3748000000.0,12000000.0,,69000000.0,1510000000.0,18690000000.0,0.0079470198675496,0.0006420545746388,,,11.37748344370861,,,True,High Risk,EXPE,,162.56281746031746,High Risk,,130.95780876494024,,,True
0001326160-22-000072,1326160,DUKE ENERGY CORP,US,NC,CHARLOTTE,2022-02-24 13:36:00.0,10-K,20211231.0,2021.0,FY,348000000.0,432000000.0,,3100000000.0,,8290000000.0,436000000.0,,89000000.0,3935000000.0,10774000000.0,0.1108005082592122,0.0404677928346018,0.0418185305965854,1.2413793103448276,1.737992376111817,,,True,High Risk,DUK,,99.24571428571429,Low Risk,,104.2946215139442,,,False
0001326801-22-000018,1326801,"META PLATFORMS, INC.",US,CA,MENLO PARK,2022-02-02 21:11:00.0,10-K,20211231.0,2021.0,FY,,11335000000.0,11152000000.0,,407000000.0,36314000000.0,24607000000.0,,577000000.0,45851000000.0,159316000000.0,0.5366731368999585,0.1544540410253835,,,2.474646136398334,,,True,High Risk,META,,321.16623015873023,High Risk,,180.1876892430279,,,True
0001327318-22-000005,1327318,"TRUECAR, INC.",US,CA,SANTA MONICA,2022-02-23 20:58:00.0,10-K,20211231.0,2021.0,FY,11364000.0,16710000.0,18402000.0,738290000.0,1650000.0,14194000.0,-38329000.0,,17600000.0,-355518000.0,458061000.0,0.1078117001108242,-0.0836766282220053,-0.0858053669489609,1.4704329461457233,-2.2884326531989942,,,True,High Risk,TRUE,,4.602440476190476,High Risk,,2.7954581673306773,,,True
