adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Ticker,AvgPrice_2024,AvgPrice_2025,Performance
0001123360-25-000011,1123360,GLOBAL PAYMENTS INC,US,GA,ATLANTA,2025-02-14 17:15:00.0,10-K,20241231.0,2024.0,FY,,1120078000.0,,,1262969000.0,2244040000.0,111493000.0,,163261000.0,-234182000.0,50570186000.0,-0.4760955154537923,0.0022047180130996,,,-216.9439495776789,,,True,High Risk,GPN,113.68785714285714,95.24867346938774,High Risk
0001123852-25-000005,1123852,NORTHERN STATES POWER CO,US,MN,MINNEAPOLIS,2025-02-27 16:13:00.0,10-K,20241231.0,2024.0,FY,89000000.0,15000000.0,,5686000000.0,,1871000000.0,675000000.0,1022000000.0,,-18000000.0,25001000000.0,-37.5,0.0269989200431982,0.0270953757225433,0.1685393258426966,-1389.9444444444443,0.6604696673189824,0.0408783648654053,True,High Risk,,,,
0001124140-25-000020,1124140,EXACT SCIENCES CORP,US,WI,MADISON,2025-02-19 17:11:00.0,10-K,20241231.0,2024.0,FY,78816000.0,203623000.0,341683000.0,6611237000.0,97450000.0,-223559000.0,-623506000.0,,206823000.0,3387636000.0,6471334000.0,-0.184053422504661,-0.096348913531584,-0.0975368391610316,2.5835236500203003,0.9102802072005376,,,True,High Risk,EXAS,59.20492063492063,49.84591836734693,High Risk
0001124796-25-000021,1124796,"NLIGHT, INC.",US,WA,CAMAS,2025-02-28 14:12:00.0,10-K,20241231.0,2024.0,FY,12166000.0,39585000.0,12556000.0,,2879000.0,-14542000.0,-54579000.0,,26757000.0,302133000.0,306803000.0,-0.1806456097149268,-0.1778959136644687,-0.1852415005583141,3.253739930955121,0.0154567690388007,,,True,High Risk,LASR,11.912341269841269,9.714591836734694,High Risk
0001124941-25-000021,1124941,BEACON ROOFING SUPPLY INC,US,VA,HERNDON,2025-02-27 16:05:00.0,10-K,20241231.0,2024.0,FY,942800000.0,1140200000.0,498600000.0,1218400000.0,84100000.0,401100000.0,458400000.0,,23700000.0,1812400000.0,6207700000.0,0.2529242992716839,0.0738437746669458,0.0870671807631674,1.2093763258379295,2.4251269035532994,,,True,High Risk,,,,
0001125376-25-000021,1125376,"ENSIGN GROUP, INC",US,CA,SAN JUAN CAPISTRANO,2025-02-05 16:04:00.0,10-K,20241231.0,2024.0,FY,92811000.0,485039000.0,,465707000.0,1714000.0,272513000.0,224681000.0,,22720000.0,1491865000.0,4177541000.0,0.1506041096211788,0.0537830747801158,0.0550051043765438,5.226093889732898,1.800213826318065,,,True,High Risk,ENSG,131.90698412698413,132.79663265306124,High Risk
0001127537-25-000012,1127537,PULMONX CORP,US,CA,REDWOOD CITY,2025-02-25 16:27:00.0,10-K,20241231.0,2024.0,FY,1497000.0,12105000.0,16234000.0,526797000.0,100000.0,-37610000.0,-60843000.0,,22101000.0,154007000.0,177781000.0,-0.395066458018142,-0.3422356719784454,-0.3451419300673912,8.086172344689379,0.1543696065763244,,,True,High Risk,LUNG,8.270079365079367,6.10438775510204,High Risk
0001128361-25-000010,1128361,HOPE BANCORP INC,US,CA,LOS ANGELES,2025-02-26 17:10:00.0,10-K,20241231.0,2024.0,FY,,,,,1900000.0,485535000.0,218277000.0,,12300000.0,2092983000.0,19164491000.0,0.1042899058425223,0.0113896580921455,,,8.156544033085792,,,True,High Risk,HOPE,11.75738095238095,10.727959183673468,High Risk
0001130310-25-000040,1130310,CENTERPOINT ENERGY INC,US,TX,HOUSTON,2025-02-20 06:06:00.0,10-K,20241231.0,2024.0,FY,917000000.0,710000000.0,,,,1810000000.0,1057000000.0,9321000000.0,51000000.0,8529000000.0,39715000000.0,0.1239301207644507,0.0266146292332871,0.027243672354245,0.7742639040348964,3.656466174229101,0.1133998498015234,0.234697217675941,True,High Risk,CNP,29.089960317460317,35.00459183673469,Low Risk
0001130713-25-000024,1130713,"BEYOND, INC.",US,UT,MIDVALE,2025-02-25 16:46:00.0,10-K,20241231.0,2024.0,FY,106070000.0,19420000.0,73682000.0,,,-12535000.0,-35236000.0,31187000.0,18318000.0,,635818000.0,,-0.0554183744404845,-0.0665146446989889,0.1830866408975205,,-1.1298297367492869,0.0490501998999713,True,High Risk,BYON,16.38666666666667,5.86295918367347,Potential Bankruptcy
0001131383-25-000009,1131383,STANTEC INC,CA,AB,EDMONTON,2025-02-24 21:40:00.0,40-F,20241231.0,2024.0,FY,,,,,,,,,,,5339100000.0,,,,,,,,True,High Risk,STN,82.31976190476192,83.88642857142857,High Risk
0001136893-25-000014,1136893,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",US,FL,JACKSONVILLE,2025-02-13 16:16:00.0,10-K,20241231.0,2024.0,FY,0.0,1738000000.0,,,486000000.0,,-16752000000.0,,26000000.0,19050000000.0,54973000000.0,-0.8793700787401575,-0.3047314136030415,-0.3047314136030415,,1.8857217847769028,,,True,High Risk,FIS,76.18738095238096,75.55551020408164,High Risk
0001137774-25-000044,1137774,PRUDENTIAL FINANCIAL INC,US,NJ,NEWARK,2025-02-13 16:24:00.0,10-K,20241231.0,2024.0,FY,,,,25746000000.0,104000000.0,5158000000.0,-1647000000.0,56881000000.0,208000000.0,27820000000.0,721212000000.0,-0.0592020129403307,-0.0022836558459925,,,24.924227174694465,-0.0289551871450923,0.0788686267006095,True,High Risk,PRU,116.31575396825399,109.62908163265305,High Risk
0001138118-25-000005,1138118,"CBRE GROUP, INC.",US,TX,DALLAS,2025-02-14 17:13:00.0,10-K,20241231.0,2024.0,FY,,6370000000.0,,0.0,348000000.0,1629000000.0,1407000000.0,30828000000.0,160000000.0,8267000000.0,22548000000.0,0.170194750211685,0.062400212879191,,,1.727470666505383,0.0456403269754768,1.3672166045769023,True,High Risk,CBRE,104.86015873015874,130.96704081632652,Low Risk
0001138639-25-000035,1138639,INFINERA CORP,US,CA,SAN JOSE,2025-02-27 19:17:00.0,10-K,20241231.0,2024.0,FY,299005000.0,381981000.0,110758000.0,1976014000.0,37700000.0,-37560000.0,-76043000.0,,61015000.0,323771000.0,1679238000.0,-0.2348666186903706,-0.0452842301091328,-0.0550943210313041,1.277507065099246,4.186499099672299,,,True,High Risk,,,,
0001140361-25-002853,788329,JOHNSON OUTDOORS INC,US,WI,RACINE,2025-02-03 13:53:00.0,10-Q,20241231.0,2025.0,Q1,43403000.0,83043000.0,,,82000.0,-33687000.0,3955000.0,,139000.0,88234000.0,692683000.0,0.0448239907518643,0.005709682495456,0.0060913627402661,1.913300923899269,6.850522474329623,,,True,High Risk,JOUT,38.76507936507936,27.328979591836738,High Risk
0001140361-25-003207,1378992,"BERRY GLOBAL GROUP, INC.",US,IN,EVANSVILLE,2025-02-05 17:13:00.0,10-Q,20241231.0,2025.0,Q1,1471000000.0,1269000000.0,,1321000000.0,47000000.0,-199000000.0,59000000.0,,,-336000000.0,16613000000.0,-0.175595238095238,0.0035514356227051,0.0038964469686963,0.8626784500339905,-50.44345238095238,,,True,High Risk,,,,
0001140361-25-003227,1022408,EPLUS INC,US,VA,HERNDON,2025-02-05 17:39:00.0,10-Q,20241231.0,2025.0,Q3,315676000.0,644616000.0,,,3900000.0,143492000.0,33847000.0,509055000.0,,782265000.0,1653469000.0,0.0432679462841875,0.0204702960865912,0.0253006257320826,2.0420177650502414,1.113694208484337,0.0664898684817947,0.3078709065606915,False,Low Risk,PLUS,82.48162698412698,67.38438775510204,High Risk
0001140361-25-003278,718332,"RAVE RESTAURANT GROUP, INC.",US,TX,THE COLONY,2025-02-06 09:11:00.0,10-Q,20241231.0,2025.0,Q2,,1411000.0,915000.0,37563000.0,42000.0,305000.0,386000.0,,3000.0,10391000.0,15819000.0,0.0371475315176595,0.0244010367279853,,,0.5223751323260514,,,True,High Risk,RAVE,2.1420634920634924,2.5943877551020407,Low Risk
0001140361-25-003514,1070524,GREENE COUNTY BANCORP INC,US,NY,CATSKILL,2025-02-07 11:06:00.0,10-Q,20241231.0,2025.0,Q2,,,,,,8260000.0,5707000.0,,762000.0,183283000.0,2825788000.0,0.0311376396065101,0.0020196136440525,,,14.41762192892958,,,True,High Risk,GCBC,30.034166666666668,24.45959183673469,High Risk
0001140361-25-003593,1133062,JANEL CORP,US,NY,NEW YORK,2025-02-07 17:01:00.0,10-Q,20241231.0,2025.0,Q1,,33815000.0,7489000.0,17084000.0,538000.0,3006000.0,276000.0,41035000.0,68000.0,19501000.0,91502000.0,0.0141531203528024,0.0030163275119669,,,3.6921696323265474,0.0067259656390885,0.4484601429476951,True,High Risk,JANL,35.875608465608465,34.93112244897959,High Risk
0001140361-25-003730,918251,MOTORCAR PARTS OF AMERICA INC,US,CA,TORRANCE,2025-02-10 16:01:00.0,10-Q,20241231.0,2025.0,Q3,,96296000.0,,,,48445000.0,-1410000.0,,,285110000.0,1005470000.0,-0.0049454596471537,-0.0014023292589535,,,2.5266037669671357,,,True,High Risk,MPAA,6.915079365079365,9.050510204081633,Low Risk
0001140361-25-003986,1500375,"HOME FEDERAL BANCORP, INC. OF LOUISIANA",US,LA,SHREVEPORT,2025-02-12 11:58:00.0,10-Q,20241231.0,2025.0,Q2,,,,,85000.0,-190000.0,1003000.0,,30000.0,50542000.0,637512000.0,0.0198448814847057,0.0015733037182045,,,11.613509556408532,,,True,High Risk,HFBL,12.436706349206348,13.01530612244898,High Risk
0001140361-25-004056,1858258,FRANKLIN TEMPLETON HOLDINGS TRUST,US,CA,SAN MATEO,2025-02-12 16:39:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,0.0,6529425.0,,,104172201.0,62110210.0,0.0626791498818384,0.105126435734157,,,-0.4037736612668863,,,True,High Risk,FGDL,31.963253968253966,40.36408163265306,Low Risk
0001140361-25-004059,1992870,FRANKLIN TEMPLETON DIGITAL HOLDINGS TRUST,US,CA,SAN MATEO,2025-02-12 16:48:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,-189402632.0,213884584.0,,,280623942.0,341901126.0,0.7621751104900379,0.6255743773128141,,,0.2183604989769547,,,True,High Risk,EZBC,38.58689795918368,54.11551020408163,Low Risk
0001140361-25-004062,2011535,FRANKLIN ETHEREUM TRUST,US,CA,SAN MATEO,2025-02-12 16:53:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,-37652377.0,8501878.0,,,2620289.0,41803344.0,3.244633702618299,0.2033779402910925,,,14.953715029143732,,,True,High Risk,EZET,21.97843097345133,18.03811224489796,High Risk
0001140361-25-004153,1444192,"GRACE THERAPEUTICS, INC.",US,NJ,PRINCETON,2025-02-13 07:31:00.0,10-Q,20241231.0,2025.0,Q3,,,0.0,,,-10245000.0,-2391000.0,,265000.0,67955000.0,73300000.0,-0.0351850489294386,-0.0326193724420191,,,0.0786549922742991,,,True,High Risk,GRCE,3.42421875,2.8953061224489796,High Risk
0001140361-25-004609,1550913,"MACKENZIE REALTY CAPITAL, INC.",US,CA,ORINDA,2025-02-14 13:23:00.0,10-Q,20241231.0,2025.0,Q2,,,,,413267.0,-585721.0,,,,82358347.0,233087768.0,,,,,1.830165690430868,,,True,High Risk,MKZR,3.3636585365853655,1.7499224489795915,High Risk
0001140361-25-004822,1849635,TRUMP MEDIA & TECHNOLOGY GROUP CORP.,US,FL,SARASOTA,2025-02-14 16:29:00.0,10-K,20241231.0,2024.0,FY,871200.0,81000.0,3292900.0,0.0,2236900.0,-24201500.0,50523700.0,,54445500.0,-59096400.0,3363600.0,-0.8549370181601587,15.020721845641576,20.271104156636174,0.0929752066115702,-1.056917172619652,,,True,High Risk,DJT,34.28954751131222,26.102040816326532,High Risk
0001140361-25-004901,1785494,WOODBRIDGE LIQUIDATION TRUST,US,FL,FORT LAUDERDALE,2025-02-14 17:14:00.0,10-Q,20241231.0,2025.0,Q2,784000.0,,,,,,,,,,63380000.0,,,,,,,,True,High Risk,WBQNL,3.0045771144278612,2.991683168316832,High Risk
0001140361-25-004907,1021561,"NU SKIN ENTERPRISES, INC.",US,UT,PROVO,2025-02-14 17:24:00.0,10-K,20241231.0,2024.0,FY,43113000.0,58695000.0,253702000.0,621853000.0,9700000.0,108062000.0,104778000.0,,12400000.0,821968000.0,1808626000.0,0.1274721157028011,0.0579323751842558,0.0593470566345305,1.3614223088163664,1.2003605979794834,,,True,High Risk,NUS,11.067936507936507,6.950408163265305,High Risk
0001140361-25-005084,310142,SENSIENT TECHNOLOGIES CORP,US,WI,MILWAUKEE,2025-02-19 12:56:00.0,10-K,20241231.0,2024.0,FY,,272164000.0,,115941000.0,2000000.0,12070000.0,140887000.0,,16100000.0,111352000.0,1981614000.0,1.2652399597672246,0.0710970955998494,,,16.795944392556937,,,True,High Risk,SXT,72.86392857142859,77.64020408163265,Low Risk
0001140361-25-006103,909724,TANDY LEATHER FACTORY INC,US,TX,FT WORTH,2025-02-26 17:21:00.0,10-K,20241231.0,2024.0,FY,,400000.0,,,10000.0,4537000.0,3768000.0,,800000.0,51463000.0,72135000.0,0.0732176515166236,0.0522353919733832,,,0.4016866486602025,,,True,High Risk,TLF,4.435396825396826,3.553469387755102,High Risk
0001140361-25-006428,350852,COMMUNITY TRUST BANCORP INC /KY/,US,KY,PIKEVILLE,2025-02-28 08:36:00.0,10-K,20241231.0,2024.0,FY,,,,231130000.0,,99684000.0,81814000.0,32254000.0,,698202000.0,5769696000.0,0.1171781232365418,0.0141799498621764,,,7.263648628906821,2.536553605754325,0.0055902425361752,True,High Risk,CTBI,46.43,51.69653061224489,Low Risk
0001140361-25-006528,790359,NBT BANCORP INC,US,NY,NORWICH,2025-02-28 16:20:00.0,10-K,20241231.0,2024.0,FY,,,,,2263000.0,183223000.0,151995000.0,121025000.0,,1250453000.0,11739296000.0,0.1215519495734745,0.0129475396139598,,,8.38803457626956,1.2558975418302003,0.010309391636432,True,High Risk,NBTB,41.34257936507937,44.503265306122444,Low Risk
0001140859-25-000034,1140859,"CENCORA, INC.",US,PA,CONSHOHOCKEN,2025-02-05 14:09:00.0,10-Q,20241231.0,2025.0,Q1,50942162000.0,23871815000.0,2758560000.0,6030790000.0,166425000.0,885157000.0,601500000.0,72252833000.0,,645938000.0,67101667000.0,0.9312039235963824,0.0089640097912917,0.0372226748282202,0.4686062401513308,102.88251968455177,0.0083249330860147,1.076766587631869,True,High Risk,COR,232.23924603174603,264.5161224489796,Low Risk
0001141391-25-000011,1141391,MASTERCARD INC,US,NY,PURCHASE,2025-02-12 14:31:00.0,10-K,20241231.0,2024.0,FY,834000000.0,4060000000.0,8517000000.0,,414000000.0,11195000000.0,,22237000000.0,295000000.0,6929000000.0,42448000000.0,,,,4.86810551558753,5.126136527637466,,0.5238644930267622,True,High Risk,MA,474.12964285714287,543.6794897959184,Low Risk
0001142750-25-000011,1142750,AMN HEALTHCARE SERVICES INC,US,TX,DALLAS,2025-02-20 18:05:00.0,10-K,20241231.0,2024.0,FY,343847000.0,623488000.0,82257000.0,,89756000.0,653733000.0,444050000.0,,30066000.0,1162027000.0,2924394000.0,0.3821339779540406,0.1518434246548173,0.1720759203378198,1.8132716004502003,1.5166317133767115,,,True,High Risk,AMN,52.02003968253968,23.671428571428574,Potential Bankruptcy
0001143513-25-000005,1143513,GLADSTONE CAPITAL CORP,US,VA,MCLEAN,2025-02-11 16:10:00.0,10-Q,20241231.0,2025.0,Q1,,,,,,-26171000.0,20001000.0,,,408695000.0,812468000.0,0.048938695114939,0.0246175849387298,,,0.9879567892927488,,,True,High Risk,GLAD,23.030079365079366,27.30642857142857,Low Risk
0001144800-25-000006,1144800,TRANSALTA CORP,CA,AB,CALGARY,2025-02-20 07:05:00.0,40-F,20241231.0,2024.0,FY,,,,,,,,,,,89000000.0,,,,,,,,True,High Risk,TAC,8.44111111111111,10.214795918367347,Low Risk
0001144980-25-000077,1144980,ASBURY AUTOMOTIVE GROUP INC,US,GA,DULUTH,2025-02-26 16:21:00.0,10-K,20241231.0,2024.0,FY,155600000.0,,7300000.0,1288400000.0,,696000000.0,997300000.0,15433800000.0,20600000.0,3244100000.0,8021400000.0,0.3074196233161739,0.1243299174707657,0.1267893920516667,,1.4726118183779784,0.0646179165208827,1.924078091106291,True,High Risk,ABG,230.18603174603177,246.63448979591837,Low Risk
0001145197-25-000007,1145197,INSULET CORP,US,MA,ACTON,2025-02-20 17:37:00.0,10-K,20241231.0,2024.0,FY,19200000.0,128600000.0,8900000.0,,7200000.0,119000000.0,4600000.0,1305300000.0,40900000.0,556300000.0,2588200000.0,0.0082689196476721,0.0017772969631404,0.0017905799922148,6.697916666666667,3.652525615674996,0.0035240940779897,0.5043273317363418,True,High Risk,PODD,206.3047619047619,271.8774489795918,Low Risk
0001156039-25-000010,1156039,"ELEVANCE HEALTH, INC.",US,IN,INDIANAPOLIS,2025-02-20 15:59:00.0,10-K,20241231.0,2024.0,FY,,,,,767000000.0,8399000000.0,5894000000.0,156595000000.0,,-64000000.0,-17000000.0,-92.09375,-346.7058823529412,,,-0.734375,0.0376384942047958,-9211.470588235294,True,High Risk,ELV,494.4817857142856,407.1207142857143,High Risk
0001156375-25-000021,1156375,CME GROUP INC.,US,IL,CHICAGO,2025-02-27 16:30:00.0,10-K,20241231.0,2024.0,FY,90600000.0,535600000.0,,22334700000.0,227700000.0,3056000000.0,2691000000.0,5019400000.0,84800000.0,27399300000.0,129706100000.0,0.0982141879537068,0.0207469039621112,0.0207614058503805,5.911699779249449,3.733920209640392,0.5361198549627445,0.038698257059614,True,High Risk,CME,213.45539682539683,255.58561224489796,Low Risk
0001158449-25-000064,1158449,ADVANCE AUTO PARTS INC,US,NC,RALEIGH,2025-02-26 16:28:00.0,10-K,20241231.0,2024.0,FY,3526079000.0,609528000.0,616067000.0,946099000.0,14900000.0,736571000.0,464402000.0,,,3081792000.0,12276326000.0,0.1506921946711523,0.0378290703586724,0.053073016110288,0.1728628314907295,2.983502455714078,,,True,High Risk,AAP,58.417698412698414,39.43571428571429,High Risk
0001158463-25-000005,1158463,JETBLUE AIRWAYS CORP,US,NY,LONG ISLAND CITY,2025-02-14 07:03:00.0,10-K,20241231.0,2024.0,FY,641000000.0,,,3221000000.0,51000000.0,379000000.0,-362000000.0,,30000000.0,3849000000.0,13853000000.0,-0.0940504027020005,-0.0261315238576481,-0.0273993339388434,,2.59911665367628,,,True,High Risk,JBLU,6.160992063492063,5.707755102040816,High Risk
0001159036-25-000010,1159036,"HALOZYME THERAPEUTICS, INC.",US,CA,SAN DIEGO,2025-02-18 16:17:00.0,10-K,20241231.0,2024.0,FY,11816000.0,233254000.0,100678000.0,2409000.0,43148000.0,240110000.0,202129000.0,,24397000.0,196953000.0,1733270000.0,1.0262803816138877,0.1166171456264748,0.1174176016321086,19.740521327014218,7.80042446675095,,,True,High Risk,HALO,47.62055555555556,58.40714285714285,Low Risk
0001163165-25-000012,1163165,CONOCOPHILLIPS,US,TX,HOUSTON,2025-02-18 14:49:00.0,10-K,20241231.0,2024.0,FY,34000000.0,,,61303000000.0,,28314000000.0,18680000000.0,78494000000.0,377000000.0,45406000000.0,93829000000.0,0.4113993745320001,0.1990855705592087,0.199157737619276,,1.0664449632207198,0.2379799729915662,0.836564388408701,True,High Risk,COP,112.8320238095238,95.95581632653061,High Risk
0001164727-25-000011,1164727,NEWMONT CORP /DE/,US,CO,DENVER,2025-02-20 20:21:00.0,10-K,20241231.0,2024.0,FY,960000000.0,734000000.0,,30419000000.0,,3220000000.0,-429000000.0,,76000000.0,29027000000.0,38482000000.0,-0.0147793433699658,-0.0111480692271711,-0.0114332924684185,0.7645833333333333,0.3257312157646329,,,True,High Risk,NEM,42.760000000000005,46.97479591836734,Low Risk
0001164863-25-000009,1164863,ENPRO INC.,US,NC,CHARLOTTE,2025-02-21 06:47:00.0,10-K,20241231.0,2024.0,FY,68700000.0,,119600000.0,304900000.0,76800000.0,,205100000.0,,6000000.0,1270300000.0,2499500000.0,0.1614579233251987,0.0820564112822564,0.084375514233997,,0.9676454380854916,,,True,High Risk,NPO,157.89900793650796,172.02867346938777,Low Risk
0001166003-25-000017,1166003,"XPO, INC.",US,CT,GREENWICH,2025-02-07 06:47:00.0,10-K,20241231.0,2024.0,FY,532000000.0,973000000.0,,,54000000.0,,666000000.0,,77000000.0,1138000000.0,7492000000.0,0.5852372583479789,0.088894821142552,0.0956896551724137,1.8289473684210529,5.5834797891036905,,,True,High Risk,XPO,116.6902380952381,119.31265306122448,High Risk
0001166928-25-000012,1166928,WEST BANCORPORATION INC,US,IA,WEST DES MOINES,2025-02-20 07:07:00.0,10-K,20241231.0,2024.0,FY,,,,,,59439000.0,46399000.0,,3357000.0,260328000.0,3825758000.0,0.1782328447189699,0.0121280541006514,,,13.69591438492978,,,True,High Risk,WTBA,19.167222222222218,20.587448979591837,Low Risk
0001167379-25-000008,1167379,ALCON INC,US,TX,FORT WORTH,2025-02-25 16:34:00.0,20-F,20241231.0,2024.0,FY,,,,,,,,,,,29614000000.0,,,,,,,,True,High Risk,ALC,87.53829365079366,90.44663265306123,High Risk
0001171520-25-000038,918573,GROOVE BOTANICALS INC.,US,MN,MINNEAPOLIS,2025-02-25 16:55:00.0,10-Q,20241231.0,2025.0,Q3,,,,,,-62772.0,13796.0,,,-438298.0,2142.0,-0.0314763015117568,6.440709617180206,,,-1.0048870859552177,,,True,High Risk,GRVE,0.01585163793103448,0.0063010918367346945,Potential Bankruptcy
0001171759-25-000012,1171759,RED ROBIN GOURMET BURGERS INC,US,CO,ENGLEWOOD,2025-02-26 16:37:00.0,10-K,20241231.0,2024.0,FY,27726000.0,21592000.0,46201000.0,229680000.0,2500000.0,35532000.0,-78883000.0,,6300000.0,74471000.0,741934000.0,-1.059244538142364,-0.106320777858947,-0.1104482167659841,0.7787636153790666,8.962723744813417,,,True,High Risk,RRGB,6.665952380952381,4.281428571428572,High Risk
0001171843-25-000691,796505,"CLEARFIELD, INC.",US,MN,BROOKLYN PARK,2025-02-07 12:01:00.0,10-Q,20241231.0,2025.0,Q1,6720000.0,21309000.0,4378000.0,,310000.0,10800000.0,-5268000.0,,1271000.0,315163000.0,315275000.0,-0.016715160091762,-0.0167092221076837,-0.0170731312083745,3.170982142857143,0.000355371664821,,,True,High Risk,CLFD,34.028174603174605,32.471326530612245,High Risk
0001171843-25-000820,913353,COLLIERS INTERNATIONAL GROUP INC.,CA,ON,TORONTO,2025-02-13 16:46:00.0,40-F,20241231.0,2024.0,FY,,643375000.0,,,147928000.0,165661000.0,,,27087000.0,847991000.0,5482126000.0,,,,,5.464839839102066,,,True,High Risk,CIGI,128.6577380952381,126.23642857142859,High Risk
0001171843-25-000866,1540159,"EDESA BIOTECH, INC.",CA,ON,MARKHAM,2025-02-14 16:46:00.0,10-Q,20241231.0,2025.0,Q1,,,,,30000.0,-1406528.0,-1678451.0,,200000.0,7048800.0,3813982.0,-0.2381186868686868,-0.4400783747799544,,,-0.4589175462490069,,,True,High Risk,EDSA,4.101666666666667,2.182857142857143,High Risk
0001171843-25-001007,1637810,FIRSTSERVICE CORP,CA,ON,TORONTO,2025-02-21 16:31:00.0,40-F,20241231.0,2024.0,FY,143347000.0,842236000.0,327736000.0,,54238000.0,280360000.0,,,21385000.0,,3625743000.0,,,,5.875504893719436,,,,True,High Risk,FSV,168.84607142857143,173.77020408163264,High Risk
0001171843-25-001106,1738021,"COMPASS THERAPEUTICS, INC.",US,MA,BOSTON,2025-02-27 08:31:00.0,10-K,20241231.0,2024.0,FY,4090000.0,,2514000.0,463796000.0,,-40618000.0,-42494000.0,,6120000.0,181638000.0,156875000.0,-0.233948843303714,-0.2708780876494024,-0.27812939751939,,-0.1363316046201786,,,True,High Risk,CMPX,1.521772619047619,2.3508163265306123,Low Risk
0001171843-25-001156,311094,WESTAMERICA BANCORPORATION,US,CA,SAN RAFAEL,2025-02-28 16:45:00.0,10-K,20241231.0,2024.0,FY,,,,,222000.0,113702000.0,122034000.0,81702000.0,525000.0,827102000.0,6364592000.0,0.1475440755795536,0.0191738920578098,,,6.695050912704842,1.4936476463244477,0.0128369579699688,True,High Risk,WABC,50.19626984126984,49.775,High Risk
0001172052-25-000006,1172052,SAFETY INSURANCE GROUP INC,US,MA,BOSTON,2025-02-27 17:10:00.0,10-K,20241231.0,2024.0,FY,,,,226380000.0,44000.0,44326000.0,46561000.0,797559000.0,5980000.0,927173000.0,2094004000.0,0.05021824406017,0.0222353921004926,,,1.258482505422397,0.0583793800834797,0.3808774959360154,True,High Risk,SAFT,81.18166666666666,78.25663265306122,High Risk
0001173514-25-000015,1173514,"HYSTER-YALE, INC.",US,OH,CLEVELAND,2025-02-25 16:41:00.0,10-K,20241231.0,2024.0,FY,523500000.0,497500000.0,,327700000.0,4300000.0,40600000.0,-74100000.0,3548300000.0,,389900000.0,2026200000.0,-0.1900487304437035,-0.0365709209357417,-0.0493112397684168,0.9503342884431708,4.1967171069505005,-0.020883239861342,1.7512091600039483,True,High Risk,HY,64.00289682539682,45.787040816326524,High Risk
0001174850-25-000008,1174850,NICOLET BANKSHARES INC,US,WI,GREEN BAY,2025-02-25 16:17:00.0,10-K,20241231.0,2024.0,FY,,,,,6616000.0,117396000.0,94260000.0,,6300000.0,891891000.0,8468678000.0,0.1056855602310147,0.0111304267324841,,,8.495193919436344,,,True,High Risk,NIC,89.88948412698412,113.26122448979594,Low Risk
0001174922-25-000039,1174922,WYNN RESORTS LTD,US,NV,LAS VEGAS,2025-02-13 17:01:00.0,10-K,20241231.0,2024.0,FY,208263000.0,,,,,-71272000.0,-423856000.0,,67627000.0,-251382000.0,13415100000.0,1.6861032213921443,-0.031595440958323,-0.0320936799628858,,-54.36539609041221,,,True,High Risk,WYNN,92.41805555555555,84.1842857142857,High Risk
0001174947-25-000136,65312,"EVI INDUSTRIES, INC.",US,FL,MIAMI,2025-02-10 16:14:00.0,10-Q,20241231.0,2025.0,Q2,,,,,,10858000.0,1341000.0,91364000.0,,130956000.0,230659000.0,0.0102400806377714,0.005813777047503,,,0.7613473227648981,0.014677553522175,0.3960998703714141,True,High Risk,EVI,19.909087301587302,17.2834693877551,High Risk
0001174947-25-000152,12040,FLANIGANS ENTERPRISES INC,US,FL,FORT LAUDERDALE,2025-02-11 16:34:00.0,10-Q,20241231.0,2025.0,Q1,,,,6240000.0,,3450000.0,109000.0,45140000.0,,61216000.0,142082000.0,0.00178058024046,0.0007671626243999,,,1.320994511238892,0.0024147097917589,0.3177038611506032,True,High Risk,BDL,26.172460317460317,24.723775510204085,High Risk
0001174947-25-000162,33533,ESPEY MFG & ELECTRONICS CORP,US,NY,SARATOGA SPRINGS,2025-02-12 16:02:00.0,10-Q,20241231.0,2025.0,Q2,3751209.0,6635490.0,,23930428.0,,5939155.0,1795370.0,10302541.0,75502.0,35879758.0,56542931.0,0.0500385203266978,0.0317523334614542,0.0340085515679901,1.7688937086683254,0.5759005676682658,0.1742647760392315,0.1822074097998209,False,Low Risk,ESP,24.731825396825396,28.805204081632652,Low Risk
0001174947-25-000166,1337068,"MAGYAR BANCORP, INC.",US,NJ,NEW BRUNSWICK,2025-02-13 14:02:00.0,10-Q,20241231.0,2025.0,Q1,,,,,,3224000.0,1652000.0,,98000.0,104790000.0,951918000.0,0.0157648630594522,0.0017354435991335,,,8.084053821929574,,,True,High Risk,MGYR,11.962896825396825,14.362040816326529,Low Risk
